gm_number,weekday,date,tm,opp,w_l,runs_for,runs_against,inn,w_l_2,rank,games_back,win,loss,save,time,day_night,attendance,c_li,streak,orig_scheduled,home_away,extra_innings,games_back2,run_diff,team,double_header_gm,double_header,year
67,Friday,2015-06-19,NYY,DET,W,7,2,,37-30,2,1.0,Warren,Verlander,,2:50,N,44588,1.5,+++,,Home,0,-1,5,NYY,NA,0,2015
68,Saturday,2015-06-20,NYY,DET,W,14,3,,38-30,2,1.0,Eovaldi,Simon,Mitchell,3:24,N,48092,1.44,++++,,Home,0,-1,11,NYY,NA,0,2015
69,Sunday,2015-06-21,NYY,DET,L,4,12,,38-31,2,1.0,Sanchez,Tanaka,,3:01,D,38691,1.44,-,,Home,0,-1,-8,NYY,NA,0,2015
70,Monday,2015-06-22,NYY,PHI,L,8,11,,38-32,2,1.0,Diekman,Pineda,,3:33,N,36883,1.4,--,,Home,0,-1,-3,NYY,NA,0,2015
71,Tuesday,2015-06-23,NYY,PHI,L,6,11,,38-33,2,2.0,Giles,Betances,,3:45,N,36198,1.36,---,,Home,0,-2,-5,NYY,NA,0,2015
72,Wednesday,2015-06-24,NYY,PHI,W,10,2,,39-33,2,1.0,Nova,Hamels,,3:10,D,45877,1.31,+,,Home,0,-1,8,NYY,NA,0,2015
73,Thursday,2015-06-25,NYY,HOU,L,0,4,,39-34,2,1.5,Keuchel,Warren,,2:29,N,28643,1.47,-,,Away,0,-1.5,-4,NYY,NA,0,2015
74,Friday,2015-06-26,NYY,HOU,W,3,2,,40-34,2,0.5,Eovaldi,Harris,Betances,3:08,N,37748,1.44,+,,Away,0,-0.5,1,NYY,NA,0,2015
75,Saturday,2015-06-27,NYY,HOU,W,9,6,,41-34,2,0.5,Shreve,Neshek,Betances,3:39,D,41133,1.45,++,,Away,0,-0.5,3,NYY,NA,0,2015
76,Sunday,2015-06-28,NYY,HOU,L,1,3,,41-35,3,0.5,McHugh,Pineda,Gregerson,2:24,D,31961,1.46,-,,Away,0,-0.5,-2,NYY,NA,0,2015
77,Monday,2015-06-29,NYY,LAA,L,1,4,,41-36,3,0.5,Wilson,Sabathia,Street,2:40,N,42056,1.48,--,,Away,0,-0.5,-3,NYY,NA,0,2015
78,Tuesday,2015-06-30,NYY,LAA,L,1,2,,41-37,3,0.5,Heaney,Nova,Street,2:37,N,42036,1.46,---,,Away,0,-0.5,-1,NYY,NA,0,2015
79,Wednesday,2015-07-01,NYY,LAA,W,3,1,,42-37,2,0.5,Eovaldi,Shoemaker,Betances,3:22,D,40938,1.39,+,,Away,0,-0.5,2,NYY,NA,0,2015
80,Friday,2015-07-03,NYY,TBR,W-wo,7,5,12,43-37,1,up 1.0,Shreve,Geltz,,4:30,N,43141,1.76,++,,Home,1,1,2,NYY,NA,0,2015
81,Saturday,2015-07-04,NYY,TBR,W-wo,3,2,,44-37,1,up 2.0,Betances,Boxberger,,2:42,D,35508,1.84,+++,,Home,0,2,1,NYY,NA,0,2015
82,Sunday,2015-07-05,NYY,TBR,L,1,8,,44-38,1,up 1.0,Ramirez,Nova,,2:59,D,35050,1.85,-,,Home,0,1,-7,NYY,NA,0,2015
83,Tuesday,2015-07-07,NYY,OAK,L,3,4,10,44-39,1,up 1.5,Pomeranz,Betances,Clippard,3:16,N,32337,1.53,--,,Home,1,1.5,-1,NYY,NA,0,2015
84,Wednesday,2015-07-08,NYY,OAK,W,5,4,,45-39,1,up 2.5,Sabathia,Scribner,Miller,3:09,N,41626,1.58,+,,Home,0,2.5,1,NYY,NA,0,2015
85,Thursday,2015-07-09,NYY,OAK,W,6,2,,46-39,1,up 3.0,Tanaka,Chavez,,2:55,D,40084,1.67,++,,Home,0,3,4,NYY,NA,0,2015
86,Friday,2015-07-10,NYY,BOS,W,5,1,,47-39,1,up 3.0,Pineda,Buchholz,,3:03,N,37984,1.8,+++,,Away,0,3,4,NYY,NA,0,2015
87,Saturday,2015-07-11,NYY,BOS,L,3,5,,47-40,1,up 3.0,Rodriguez,Nova,Uehara,3:10,N,38047,1.79,-,,Away,0,3,-2,NYY,NA,0,2015
88,Sunday,2015-07-12,NYY,BOS,W,8,6,,48-40,1,up 3.5,Eovaldi,Miley,,3:36,D,37283,1.77,+,,Away,0,3.5,2,NYY,NA,0,2015
89,Friday,2015-07-17,NYY,SEA,W,4,3,,49-40,1,up 4.5,Tanaka,Beimel,Miller,2:43,N,47086,1.61,++,,Home,0,4.5,1,NYY,NA,0,2015
90,Saturday,2015-07-18,NYY,SEA,L,3,4,,49-41,1,up 3.5,Iwakuma,Pineda,Smith,3:12,D,46119,1.56,-,,Home,0,3.5,-1,NYY,NA,0,2015
91,Sunday,2015-07-19,NYY,SEA,W,2,1,,50-41,1,up 4.0,Betances,Rodney,Miller,2:45,D,42926,1.64,+,,Home,0,4,1,NYY,NA,0,2015
92,Tuesday,2015-07-21,NYY,BAL,W,3,2,,51-41,1,up 4.5,Wilson,Chen,Miller,2:48,N,37993,2,++,,Home,0,4.5,1,NYY,NA,0,2015
93,Wednesday,2015-07-22,NYY,BAL,W,4,3,,52-41,1,up 5.5,Nova,Gausman,Miller,2:33,N,43887,1.94,+++,,Home,0,5.5,1,NYY,NA,0,2015
94,Thursday,2015-07-23,NYY,BAL,W,9,3,,53-41,1,up 5.5,Tanaka,Jimenez,,2:40,D,46875,1.79,++++,,Home,0,5.5,6,NYY,NA,0,2015
95,Friday,2015-07-24,NYY,MIN,L,1,10,,53-42,1,up 5.5,Hughes,Pineda,,2:57,N,34334,1.47,-,,Away,0,5.5,-9,NYY,NA,0,2015
96,Saturday,2015-07-25,NYY,MIN,W,8,5,,54-42,1,up 5.5,Warren,Perkins,Miller,2:54,N,40660,1.55,+,,Away,0,5.5,3,NYY,NA,0,2015
97,Sunday,2015-07-26,NYY,MIN,W,7,2,,55-42,1,up 6.5,Eovaldi,Gibson,,3:00,D,37391,1.52,++,,Away,0,6.5,5,NYY,NA,0,2015
98,Monday,2015-07-27,NYY,TEX,W,6,2,,56-42,1,up 7.0,Nova,Harrison,,3:01,N,33691,1.31,+++,,Away,0,7,4,NYY,NA,0,2015
99,Tuesday,2015-07-28,NYY,TEX,W,21,5,,57-42,1,up 7.0,Moreno,Perez,Warren,3:38,N,28403,1.3,++++,,Away,0,7,16,NYY,NA,0,2015
100,Wednesday,2015-07-29,NYY,TEX,L,2,5,,57-43,1,up 6.0,Lewis,Tanaka,Tolleson,3:09,N,31658,1.13,-,,Away,0,6,-3,NYY,NA,0,2015
101,Thursday,2015-07-30,NYY,TEX,L-wo,6,7,,57-44,1,up 6.0,Tolleson,Miller,,3:31,N,34407,1.22,--,,Away,0,6,-1,NYY,NA,0,2015
102,Friday,2015-07-31,NYY,CHW,W,13,6,,58-44,1,up 6.0,Eovaldi,Rodon,,3:56,N,30359,1.39,+,,Away,0,6,7,NYY,NA,0,2015
103,Saturday,2015-08-01,NYY,CHW,L,2,8,,58-45,1,up 5.0,Danks,Mitchell,,2:58,N,34379,1.24,-,,Away,0,5,-6,NYY,NA,0,2015
104,Sunday,2015-08-02,NYY,CHW,W,12,3,,59-45,1,up 6.0,Nova,Samardzija,,3:09,D,38840,1.38,+,,Away,0,6,9,NYY,NA,0,2015
105,Tuesday,2015-08-04,NYY,BOS,W,13,3,,60-45,1,up 5.5,Tanaka,Owens,,3:26,N,48522,1.3,++,,Home,0,5.5,10,NYY,NA,0,2015
106,Wednesday,2015-08-05,NYY,BOS,L,1,2,,60-46,1,up 4.5,Wright,Severino,Uehara,2:51,N,47489,1.25,-,,Home,0,4.5,-1,NYY,NA,0,2015
107,Thursday,2015-08-06,NYY,BOS,W,2,1,,61-46,1,up 4.5,Wilson,Rodriguez,Miller,2:54,N,48608,1.38,+,,Home,0,4.5,1,NYY,NA,0,2015
108,Friday,2015-08-07,NYY,TOR,L,1,2,10,61-47,1,up 3.5,Cecil,Pinder,Osuna,3:02,N,42839,1.74,-,,Home,1,3.5,-1,NYY,NA,0,2015
109,Saturday,2015-08-08,NYY,TOR,L,0,6,,61-48,1,up 2.5,Price,Nova,,2:57,D,45255,1.92,--,,Home,0,2.5,-6,NYY,NA,0,2015
110,Sunday,2015-08-09,NYY,TOR,L,0,2,,61-49,1,up 1.5,Estrada,Tanaka,Osuna,2:59,D,42034,2.08,---,,Home,0,1.5,-2,NYY,NA,0,2015
111,Tuesday,2015-08-11,NYY,CLE,L-wo,4,5,16,61-50,1,up 0.5,Adams,Pinder,,5:04,N,23618,1.64,----,,Away,1,0.5,-1,NYY,NA,0,2015
112,Wednesday,2015-08-12,NYY,CLE,L,1,2,,61-51,2,0.5,Salazar,Sabathia,Allen,2:54,N,18844,1.68,-----,,Away,0,-0.5,-1,NYY,NA,0,2015
113,Thursday,2015-08-13,NYY,CLE,W,8,6,,62-51,2,0.5,Eovaldi,Bauer,Miller,3:35,N,23076,1.78,+,,Away,0,-0.5,2,NYY,NA,0,2015
114,Friday,2015-08-14,NYY,TOR,W,4,3,,63-51,1,up 0.5,Nova,Sanchez,Miller,3:14,N,46689,2.39,++,,Away,0,0.5,1,NYY,NA,0,2015
115,Saturday,2015-08-15,NYY,TOR,W,4,1,,64-51,1,up 1.5,Tanaka,Estrada,,2:57,D,46630,2.29,+++,,Away,0,1.5,3,NYY,NA,0,2015
116,Sunday,2015-08-16,NYY,TOR,L,1,3,,64-52,1,up 0.5,Hutchison,Severino,Osuna,2:41,D,46792,2.17,-,,Away,0,0.5,-2,NYY,NA,0,2015
117,Monday,2015-08-17,NYY,MIN,W-wo,8,7,10,65-52,1,up 1.0,Miller,Perkins,,4:13,N,38493,1.76,+,,Home,1,1,1,NYY,NA,0,2015
118,Tuesday,2015-08-18,NYY,MIN,W,8,4,,66-52,1,up 1.0,Rumbelow,Graham,Miller,3:16,N,38007,1.66,++,,Home,0,1,4,NYY,NA,0,2015
119,Wednesday,2015-08-19,NYY,MIN,W,4,3,,67-52,1,up 2.0,Eovaldi,Santana,Betances,2:34,D,38086,1.62,+++,,Home,0,2,1,NYY,NA,0,2015
120,Thursday,2015-08-20,NYY,CLE,L,2,3,,67-53,1,up 1.5,Tomlin,Nova,Allen,3:07,N,36129,1.41,-,,Home,0,1.5,-1,NYY,NA,0,2015
121,Friday,2015-08-21,NYY,CLE,L,3,7,,67-54,1,up 0.5,Carrasco,Tanaka,Allen,3:39,N,35940,1.47,--,,Home,0,0.5,-4,NYY,NA,0,2015
122,Saturday,2015-08-22,NYY,CLE,W,6,2,,68-54,1,up 0.5,Severino,Salazar,,2:52,D,47031,1.67,+,,Home,0,0.5,4,NYY,NA,0,2015
123,Sunday,2015-08-23,NYY,CLE,L,3,4,,68-55,2,0.5,Shaw,Betances,Allen,3:37,D,46945,1.59,-,,Home,0,-0.5,-1,NYY,NA,0,2015
124,Monday,2015-08-24,NYY,HOU,W-wo,1,0,,69-55,1,Tied,Miller,Perez,,2:47,N,37125,1.7,+,,Home,0,0,1,NYY,NA,0,2015
125,Tuesday,2015-08-25,NYY,HOU,L,1,15,,69-56,2,1.0,Keuchel,Nova,,3:05,N,38015,1.6,-,,Home,0,-1,-14,NYY,NA,0,2015
126,Wednesday,2015-08-26,NYY,HOU,L,2,6,,69-57,2,2.0,McHugh,Pineda,,3:26,D,37259,1.71,--,,Home,0,-2,-4,NYY,NA,0,2015
127,Friday,2015-08-28,NYY,ATL,W,15,4,,70-57,2,1.5,Tanaka,Perez,,3:19,N,35546,1.66,+,,Away,0,-1.5,11,NYY,NA,0,2015
128,Saturday,2015-08-29,NYY,ATL,W,3,1,,71-57,2,1.5,Severino,Wisler,Miller,3:04,N,49243,1.56,++,,Away,0,-1.5,2,NYY,NA,0,2015
129,Sunday,2015-08-30,NYY,ATL,W,20,6,,72-57,2,1.5,Eovaldi,Teheran,,3:46,D,33093,1.5,+++,,Away,0,-1.5,14,NYY,NA,0,2015
130,Monday,2015-08-31,NYY,BOS,L,3,4,,72-58,2,1.5,Rodriguez,Nova,Machi,3:44,N,36148,1.39,-,,Away,0,-1.5,-1,NYY,NA,0,2015
131,Tuesday,2015-09-01,NYY,BOS,W,3,1,,73-58,2,1.5,Pineda,Porcello,Miller,2:41,N,35077,1.43,+,,Away,0,-1.5,2,NYY,NA,0,2015
132,Wednesday,2015-09-02,NYY,BOS,W,13,8,,74-58,2,1.5,Tanaka,Owens,,3:33,D,34416,1.44,++,,Away,0,-1.5,5,NYY,NA,0,2015
133,Friday,2015-09-04,NYY,TBR,W,5,2,,75-58,2,0.5,Severino,Odorizzi,Miller,2:36,N,32530,1.41,+++,,Home,0,-0.5,3,NYY,NA,0,2015
134,Saturday,2015-09-05,NYY,TBR,L,2,3,,75-59,2,1.5,Cedeno,Eovaldi,Boxberger,3:35,D,35030,1.34,-,,Home,0,-1.5,-1,NYY,NA,0,2015
135,Sunday,2015-09-06,NYY,TBR,W,6,4,,76-59,2,1.5,Nova,Archer,Miller,3:07,D,35299,1.39,+,,Home,0,-1.5,2,NYY,NA,0,2015
136,Monday,2015-09-07,NYY,BAL,W,8,6,,77-59,2,0.5,Wilson,Rondon,Miller,3:10,D,31039,1.3,++,,Home,0,-0.5,2,NYY,NA,0,2015
137,Tuesday,2015-09-08,NYY,BAL,L,1,2,,77-60,2,1.5,O'Day,Shreve,Britton,2:58,N,30785,1.28,-,,Home,0,-1.5,-1,NYY,NA,0,2015
138,Wednesday,2015-09-09,NYY,BAL,L,3,5,,77-61,2,1.5,Jimenez,Warren,Britton,3:01,N,30038,1.25,--,,Home,0,-1.5,-2,NYY,NA,0,2015
139,Friday,2015-09-11,NYY,TOR,L,5,11,,77-62,2,2.5,Price,Severino,,3:39,N,40220,2.52,---,,Home,0,-2.5,-6,NYY,NA,0,2015
140,Saturday,2015-09-12,NYY,TOR,L,5,9,11,77-63,2,4.5,Hendriks,Mitchell,Tepera,4:32,D,NA,2.38,----,2015-09-10 (Rain),Home,1,-4.5,-4,NYY,1,1,2015
141,Saturday,2015-09-12,NYY,TOR,L,7,10,,77-64,2,4.5,Stroman,Nova,Lowe,3:31,N,46278,2.11,-----,,Home,0,-4.5,-3,NYY,2,1,2015
142,Sunday,2015-09-13,NYY,TOR,W,5,0,,78-64,2,3.5,Tanaka,Dickey,,2:40,D,39127,1.71,+,,Home,0,-3.5,5,NYY,NA,0,2015
143,Monday,2015-09-14,NYY,TBR,W,4,1,,79-64,2,3.0,Cotham,Boxberger,Miller,3:08,N,11940,1.3,++,,Away,0,-3,3,NYY,NA,0,2015
144,Tuesday,2015-09-15,NYY,TBR,L,3,6,,79-65,2,3.0,Odorizzi,Rumbelow,Gomes,3:14,N,13539,1.33,-,,Away,0,-3,-3,NYY,NA,0,2015
145,Wednesday,2015-09-16,NYY,TBR,W,3,1,,80-65,2,3.0,Severino,Archer,Miller,3:07,N,13299,1.45,+,,Away,0,-3,2,NYY,NA,0,2015
146,Friday,2015-09-18,NYY,NYM,L,1,5,,80-66,2,4.5,Matz,Tanaka,,2:56,N,43602,1.01,-,,Away,0,-4.5,-4,NYY,NA,0,2015
147,Saturday,2015-09-19,NYY,NYM,W,5,0,,81-66,2,3.5,Pineda,Syndergaard,,3:11,D,43630,0.74,+,,Away,0,-3.5,5,NYY,NA,0,2015
148,Sunday,2015-09-20,NYY,NYM,W,11,2,,82-66,2,2.5,Sabathia,Robles,,3:35,N,43571,0.95,++,,Away,0,-2.5,9,NYY,NA,0,2015
149,Monday,2015-09-21,NYY,TOR,L,2,4,,82-67,2,3.5,Price,Warren,Osuna,3:15,N,47648,2.3,-,,Away,0,-3.5,-2,NYY,NA,0,2015
150,Tuesday,2015-09-22,NYY,TOR,W,6,4,10,83-67,2,2.5,Miller,Lowe,,3:39,N,47992,1.76,+,,Away,1,-2.5,2,NYY,NA,0,2015
151,Wednesday,2015-09-23,NYY,TOR,L,0,4,,83-68,2,3.5,Stroman,Nova,,2:52,N,48056,2.53,-,,Away,0,-3.5,-4,NYY,NA,0,2015
152,Thursday,2015-09-24,NYY,CHW,W,3,2,,84-68,2,3.0,Pineda,Sale,Miller,2:46,N,35132,0.81,+,,Home,0,-3,1,NYY,NA,0,2015
153,Friday,2015-09-25,NYY,CHW,L,2,5,,84-69,2,4.0,Rodon,Sabathia,Robertson,3:10,N,37316,0.98,-,,Home,0,-4,-3,NYY,NA,0,2015
154,Saturday,2015-09-26,NYY,CHW,W,2,1,,85-69,2,4.0,Warren,Danks,Miller,2:44,D,39134,0.48,+,,Home,0,-4,1,NYY,NA,0,2015
155,Sunday,2015-09-27,NYY,CHW,W,6,1,,86-69,2,4.0,Severino,Johnson,,3:20,D,38690,0.41,++,,Home,0,-4,5,NYY,NA,0,2015
156,Monday,2015-09-28,NYY,BOS,L,1,5,,86-70,2,5.0,Rodriguez,Nova,,2:56,N,39476,0.34,-,,Home,0,-5,-4,NYY,NA,0,2015
157,Tuesday,2015-09-29,NYY,BOS,L,4,10,,86-71,2,5.5,Porcello,Pineda,,2:57,N,38512,0.09,--,,Home,0,-5.5,-6,NYY,NA,0,2015
158,Wednesday,2015-09-30,NYY,BOS,L,5,9,11,86-72,2,6.0,Ogando,Bailey,,4:10,N,39328,0.11,---,,Home,1,-6,-4,NYY,NA,0,2015
159,Thursday,2015-10-01,NYY,BOS,W,4,1,,87-72,2,5.0,Sabathia,Hill,Betances,3:10,N,40033,0.21,+,,Home,0,-5,3,NYY,NA,0,2015
160,Saturday,2015-10-03,NYY,BAL,L,2,9,,87-73,2,6.0,Chen,Nova,,3:15,D,29227,0.05,-,2015-10-02 (Rain),Away,0,-6,-7,NYY,1,1,2015
161,Saturday,2015-10-03,NYY,BAL,L,3,4,,87-74,2,6.0,McFarland,Betances,Britton,2:31,N,35198,0.09,--,,Away,0,-6,-1,NYY,2,1,2015
162,Sunday,2015-10-04,NYY,BAL,L,4,9,,87-75,2,6.0,Tillman,Pineda,,3:39,D,33224,0.29,---,,Away,0,-6,-5,NYY,NA,0,2015
1,Tuesday,2016-04-05,NYY,HOU,L &H,3,5,,0-1,4,1.0,Keuchel,Betances,Gregerson,3:17,D,47820,0.94,-,2016-04-04 (Inclement weather),Home,0,-1,-2,NYY,NA,0,2016
2,Wednesday,2016-04-06,NYY,HOU,W,16,6,,1-1,2,1.0,Pineda,McHugh,Nova,3:45,N,37493,0.88,+,,Home,0,-1,10,NYY,NA,0,2016
3,Thursday,2016-04-07,NYY,HOU,W,8,5,,2-1,2,1.0,Shreve,Harris,Miller,3:00,D,30003,0.92,++,,Home,0,-1,3,NYY,NA,0,2016
4,Friday,2016-04-08,NYY,DET,L,0,4,,2-2,3,2.0,Zimmermann,Severino,,2:44,D,45049,0.95,-,,Away,0,-2,-4,NYY,NA,0,2016
5,Saturday,2016-04-09,NYY,DET,W,8,4,,3-2,3,1.5,Sabathia,Pelfrey,,3:20,D,32419,0.97,+,,Away,0,-1.5,4,NYY,NA,0,2016
6,Tuesday,2016-04-12,NYY,TOR,W,3,2,,4-2,2,2.5,Barbato,Cecil,Miller,3:03,N,28819,1.05,++,,Away,0,-2.5,1,NYY,NA,0,2016
7,Wednesday,2016-04-13,NYY,TOR,L,2,7,,4-3,2,2.5,Happ,Pineda,,2:43,N,27938,1.13,-,,Away,0,-2.5,-5,NYY,NA,0,2016
8,Thursday,2016-04-14,NYY,TOR,L,2,4,,4-4,2,2.5,Stroman,Eovaldi,Osuna,2:22,N,36238,1.09,--,,Away,0,-2.5,-2,NYY,NA,0,2016
9,Friday,2016-04-15,NYY,SEA,L,1,7,,4-5,3,3.5,Karns,Severino,,3:18,N,35531,0.89,---,,Home,0,-3.5,-6,NYY,NA,0,2016
10,Saturday,2016-04-16,NYY,SEA,L,2,3,,4-6,3,3.5,Hernandez,Sabathia,Cishek,3:21,D,38574,0.92,----,,Home,0,-3.5,-1,NYY,NA,0,2016
11,Sunday,2016-04-17,NYY,SEA,W,4,3,,5-6,3,3.0,Tanaka,Iwakuma,Miller,2:34,D,43856,0.81,+,,Home,0,-3,1,NYY,NA,0,2016
12,Tuesday,2016-04-19,NYY,OAK,L,2,3,11,5-7,5,3.0,Rodriguez,Barbato,Madson,3:30,N,31952,0.88,-,,Home,1,-3,-1,NYY,NA,0,2016
13,Wednesday,2016-04-20,NYY,OAK,L,2,5,,5-8,5,4.0,Graveman,Eovaldi,Doolittle,2:57,N,37396,0.84,--,,Home,0,-4,-3,NYY,NA,0,2016
14,Thursday,2016-04-21,NYY,OAK,L,3,7,,5-9,5,5.0,Hill,Shreve,Madson,3:18,N,33818,0.78,---,,Home,0,-5,-4,NYY,NA,0,2016
15,Friday,2016-04-22,NYY,TBR,W,6,3,,6-9,5,4.0,Nova,Moore,Miller,3:02,N,31843,0.81,+,,Home,0,-4,3,NYY,NA,0,2016
16,Saturday,2016-04-23,NYY,TBR,W-wo,3,2,,7-9,4,4.0,Miller,Ramirez,,2:55,D,40714,0.88,++,,Home,0,-4,1,NYY,NA,0,2016
17,Sunday,2016-04-24,NYY,TBR,L,1,8,,7-10,5,4.0,Smyly,Pineda,,2:50,D,40981,0.96,-,,Home,0,-4,-7,NYY,NA,0,2016
18,Monday,2016-04-25,NYY,TEX,W,3,1,,8-10,5,3.0,Eovaldi,Ramos,Miller,2:46,N,31453,0.78,+,,Away,0,-3,2,NYY,NA,0,2016
19,Tuesday,2016-04-26,NYY,TEX,L,1,10,,8-11,5,3.0,Griffin,Severino,,2:19,N,26163,0.83,-,,Away,0,-3,-9,NYY,NA,0,2016
20,Wednesday,2016-04-27,NYY,TEX,L,2,3,,8-12,5,4.0,Perez,Sabathia,Tolleson,2:44,N,35477,0.83,--,,Away,0,-4,-1,NYY,NA,0,2016
21,Friday,2016-04-29,NYY,BOS,L,2,4,,8-13,5,5.5,Uehara,Betances,Kimbrel,2:50,N,37115,0.81,---,,Away,0,-5.5,-2,NYY,NA,0,2016
22,Saturday,2016-04-30,NYY,BOS,L,0,8,,8-14,5,5.5,Porcello,Pineda,,3:30,N,37901,0.8,----,,Away,0,-5.5,-8,NYY,NA,0,2016
23,Sunday,2016-05-01,NYY,BOS,L,7,8,,8-15,5,6.0,Price,Nova,Kimbrel,3:17,N,34279,0.72,-----,,Away,0,-6,-1,NYY,NA,0,2016
24,Tuesday,2016-05-03,NYY,BAL,L,1,4,,8-16,5,6.5,Tillman,Severino,O'Day,2:43,N,16083,0.75,------,,Away,0,-6.5,-3,NYY,NA,0,2016
25,Wednesday,2016-05-04,NYY,BAL,W,7,0,,9-16,5,6.0,Sabathia,Wilson,,3:16,N,15998,0.67,+,,Away,0,-6,7,NYY,NA,0,2016
26,Thursday,2016-05-05,NYY,BAL,L-wo,0,1,10,9-17,5,7.0,Britton,Barbato,,2:50,N,19598,0.71,-,,Away,1,-7,-1,NYY,NA,0,2016
27,Friday,2016-05-06,NYY,BOS,W,3,2,,10-17,5,6.0,Yates,Porcello,Miller,3:10,N,45756,0.59,+,,Home,0,-6,1,NYY,NA,0,2016
28,Saturday,2016-05-07,NYY,BOS,W,8,2,,11-17,5,5.5,Eovaldi,Price,,3:09,D,47822,0.66,++,,Home,0,-5.5,6,NYY,NA,0,2016
29,Sunday,2016-05-08,NYY,BOS,L,1,5,,11-18,5,6.5,Wright,Severino,,2:27,N,41869,0.74,-,,Home,0,-6.5,-4,NYY,NA,0,2016
30,Monday,2016-05-09,NYY,KCR,W,6,3,,12-18,5,6.0,Yates,Young,,2:41,N,41243,0.58,+,,Home,0,-6,3,NYY,NA,0,2016
31,Tuesday,2016-05-10,NYY,KCR,W,10,7,,13-18,5,6.0,Miller,Herrera,Chapman,3:07,N,39128,0.62,++,,Home,0,-6,3,NYY,NA,0,2016
32,Wednesday,2016-05-11,NYY,KCR,L,3,7,,13-19,5,7.0,Ventura,Pineda,,3:18,N,31226,0.64,-,,Home,0,-7,-4,NYY,NA,0,2016
33,Thursday,2016-05-12,NYY,KCR,W,7,3,,14-19,5,7.0,Eovaldi,Kennedy,,2:45,N,35944,0.56,+,,Home,0,-7,4,NYY,NA,0,2016
34,Friday,2016-05-13,NYY,CHW,L,1,7,,14-20,5,8.0,Sale,Severino,,2:45,N,34264,0.62,-,,Home,0,-8,-6,NYY,NA,0,2016
35,Saturday,2016-05-14,NYY,CHW,W,2,1,,15-20,5,8.0,Nova,Quintana,Chapman,2:24,D,39691,0.54,+,,Home,0,-8,1,NYY,NA,0,2016
36,Sunday,2016-05-15,NYY,CHW,W,7,5,,16-20,5,7.0,Betances,Albers,Chapman,3:36,D,41979,0.59,++,,Home,0,-7,2,NYY,NA,0,2016
37,Monday,2016-05-16,NYY,ARI,L,2,12,,16-21,5,7.5,Ray,Green,,3:00,N,32718,0.62,-,,Away,0,-7.5,-10,NYY,NA,0,2016
38,Tuesday,2016-05-17,NYY,ARI,L,3,5,,16-22,5,7.5,Greinke,Pineda,Ziegler,2:47,N,30913,0.59,--,,Away,0,-7.5,-2,NYY,NA,0,2016
39,Wednesday,2016-05-18,NYY,ARI,W,4,2,,17-22,5,7.5,Eovaldi,Miller,Chapman,3:12,N,32191,0.56,+,,Away,0,-7.5,2,NYY,NA,0,2016
40,Thursday,2016-05-19,NYY,OAK,W,4,1,,18-22,5,6.5,Nova,Graveman,Chapman,2:39,N,17456,0.6,++,,Away,0,-6.5,3,NYY,NA,0,2016
41,Friday,2016-05-20,NYY,OAK,W,8,3,,19-22,5,6.5,Sabathia,Gray,,3:13,N,28235,0.62,+++,,Away,0,-6.5,5,NYY,NA,0,2016
42,Saturday,2016-05-21,NYY,OAK,W,5,1,,20-22,4,6.5,Tanaka,Manaea,,2:46,D,26356,0.71,++++,,Away,0,-6.5,4,NYY,NA,0,2016
43,Sunday,2016-05-22,NYY,OAK,W,5,4,,21-22,3,5.5,Pineda,Hahn,Chapman,2:55,D,25237,0.75,+++++,,Away,0,-5.5,1,NYY,NA,0,2016
44,Tuesday,2016-05-24,NYY,TOR,W,6,0,,22-22,3,5.5,Eovaldi,Dickey,,2:40,N,35174,0.87,++++++,,Home,0,-5.5,6,NYY,NA,0,2016
45,Wednesday,2016-05-25,NYY,TOR,L,4,8,,22-23,3,6.5,Estrada,Nova,,2:59,N,38959,0.9,-,,Home,0,-6.5,-4,NYY,NA,0,2016
46,Thursday,2016-05-26,NYY,TOR,L,1,3,,22-24,4,6.5,Happ,Sabathia,Osuna,2:34,D,38391,0.89,--,,Home,0,-6.5,-2,NYY,NA,0,2016
47,Friday,2016-05-27,NYY,TBR,W,4,1,,23-24,4,5.5,Tanaka,Archer,,2:36,N,14697,0.8,+,,Away,0,-5.5,3,NYY,NA,0,2016
48,Saturday,2016-05-28,NYY,TBR,L,5,9,,23-25,4,5.5,Moore,Pineda,,3:15,D,20188,0.88,-,,Away,0,-5.5,-4,NYY,NA,0,2016
49,Sunday,2016-05-29,NYY,TBR,W,2,1,,24-25,4,5.5,Eovaldi,Odorizzi,Chapman,2:45,D,19748,0.84,+,,Away,0,-5.5,1,NYY,NA,0,2016
50,Monday,2016-05-30,NYY,TOR,L,2,4,,24-26,4,6.5,Estrada,Nova,Storen,2:26,N,32921,0.93,-,,Away,0,-6.5,-2,NYY,NA,0,2016
51,Tuesday,2016-05-31,NYY,TOR,L,1,4,,24-27,4,7.5,Biagini,Sabathia,Osuna,2:37,N,33419,0.88,--,,Away,0,-7.5,-3,NYY,NA,0,2016
52,Wednesday,2016-06-01,NYY,TOR,L,0,7,,24-28,4,7.5,Sanchez,Tanaka,,2:57,N,39512,0.79,---,,Away,0,-7.5,-7,NYY,NA,0,2016
53,Thursday,2016-06-02,NYY,DET,W,5,4,,25-28,4,6.5,Betances,Boyd,Chapman,2:56,N,28213,0.64,+,2016-04-10 (Inclement weather),Away,0,-6.5,1,NYY,NA,0,2016
54,Friday,2016-06-03,NYY,BAL,L,5,6,,25-29,4,6.5,Givens,Betances,Britton,3:00,N,25220,0.82,-,,Away,0,-6.5,-1,NYY,NA,0,2016
