gm_number,opp,win_lose,r,ra,inn,walkoff,forfeit,extra_innings,won_prev_game,team,season,series,series_gm_number,series_wins,series_tot_gms,series_per,series_won
86,MIN,L,1,2,11,1,0,1,1,NYY,2014,12,6,3,7,0.5,1
87,MIN,W,9,7,0,0,0,0,0,NYY,2014,12,7,4,7,0.5714285714285714,1
88,CLE,W,5,3,0,0,0,0,1,NYY,2014,6,1,1,7,1,1
89,CLE,L,3,5,0,0,0,0,1,NYY,2014,6,2,1,7,0.5,1
90,CLE,W,5,4,14,0,0,1,0,NYY,2014,6,3,2,7,0.6666666666666666,1
91,CLE,L,3,9,0,0,0,0,1,NYY,2014,6,4,2,7,0.5,1
92,BAL,L,2,3,10,1,0,1,0,NYY,2014,1,7,2,19,0.2857142857142857,1
93,BAL,W,3,0,0,0,0,0,0,NYY,2014,1,8,3,19,0.375,1
94,BAL,L,1,3,5,0,0,0,1,NYY,2014,1,9,3,19,0.3333333333333333,1
95,CIN,W,4,3,0,0,0,0,0,NYY,2014,5,1,1,3,1,1
96,CIN,W,7,1,0,0,0,0,1,NYY,2014,5,2,2,3,1,1
97,CIN,W,3,2,0,1,0,0,1,NYY,2014,5,3,3,3,1,1
98,TEX,L,2,4,0,0,0,0,1,NYY,2014,19,1,0,7,0,1
99,TEX,W,2,1,14,1,0,1,0,NYY,2014,19,2,1,7,0.5,1
100,TEX,W,2,1,5,0,0,0,1,NYY,2014,19,3,2,7,0.6666666666666666,1
101,TEX,W,4,2,0,0,0,0,1,NYY,2014,19,4,3,7,0.75,1
102,TOR,W,6,4,0,0,0,0,1,NYY,2014,20,10,7,19,0.7,1
103,TOR,L,4,6,0,0,0,0,1,NYY,2014,20,11,7,19,0.6363636363636364,1
104,TOR,L,4,5,0,0,0,0,0,NYY,2014,20,12,7,19,0.5833333333333334,1
105,TEX,L,2,4,0,0,0,0,0,NYY,2014,19,5,3,7,0.6,1
106,TEX,W,12,11,0,0,0,0,0,NYY,2014,19,6,4,7,0.6666666666666666,1
107,TEX,L,2,3,0,0,0,0,1,NYY,2014,19,7,4,7,0.5714285714285714,1
108,BOS,L,3,4,0,0,0,0,0,NYY,2014,2,11,6,19,0.5454545454545454,1
109,BOS,W,6,4,0,0,0,0,0,NYY,2014,2,12,7,19,0.5833333333333334,1
110,BOS,W,8,7,0,0,0,0,1,NYY,2014,2,13,8,19,0.6153846153846154,1
111,DET,W,2,1,0,0,0,0,1,NYY,2014,7,1,1,7,1,1
112,DET,L,3,4,12,0,0,1,1,NYY,2014,7,2,1,7,0.5,1
113,DET,W,5,1,0,0,0,0,0,NYY,2014,7,3,2,7,0.6666666666666666,1
114,DET,W,1,0,0,0,0,0,1,NYY,2014,7,4,3,7,0.75,1
115,CLE,W,10,6,0,0,0,0,1,NYY,2014,6,5,3,7,0.6,1
116,CLE,L,0,3,0,0,0,0,1,NYY,2014,6,6,3,7,0.5,1
117,CLE,L,1,4,0,0,0,0,0,NYY,2014,6,7,3,7,0.42857142857142855,1
118,BAL,L,3,11,0,0,0,0,0,NYY,2014,1,10,3,19,0.3,1
119,BAL,L,3,5,0,0,0,0,0,NYY,2014,1,11,3,19,0.2727272727272727,1
120,TBR,L,0,5,0,0,0,0,0,NYY,2014,18,11,3,19,0.2727272727272727,1
121,TBR,W,3,2,0,0,0,0,0,NYY,2014,18,12,4,19,0.3333333333333333,1
122,TBR,W,4,2,0,0,0,0,1,NYY,2014,18,13,5,19,0.38461538461538464,1
123,HOU,L,4,7,0,0,0,0,1,NYY,2014,8,4,1,6,0.25,0
124,HOU,L,2,5,0,0,0,0,0,NYY,2014,8,5,1,6,0.2,0
125,HOU,W,3,0,0,0,0,0,0,NYY,2014,8,6,2,6,0.3333333333333333,0
126,CHW,W,4,3,0,1,0,0,1,NYY,2014,4,5,3,7,0.6,1
127,CHW,W,5,3,0,0,0,0,1,NYY,2014,4,6,4,7,0.6666666666666666,1
128,CHW,W,7,4,10,1,0,1,1,NYY,2014,4,7,5,7,0.7142857142857143,1
129,KCR,W,8,1,0,0,0,0,1,NYY,2014,9,4,2,7,0.5,1
130,DET,L,2,5,0,0,0,0,1,NYY,2014,7,5,3,7,0.6,1
131,DET,W,8,4,0,0,0,0,0,NYY,2014,7,6,4,7,0.6666666666666666,1
132,DET,L,2,3,0,1,0,0,1,NYY,2014,7,7,4,7,0.5714285714285714,1
133,TOR,W,6,3,0,0,0,0,0,NYY,2014,20,13,8,19,0.6153846153846154,1
134,TOR,L,0,2,0,0,0,0,1,NYY,2014,20,14,8,19,0.5714285714285714,1
135,TOR,L,3,4,0,0,0,0,0,NYY,2014,20,15,8,19,0.5333333333333333,1
136,BOS,L,4,9,0,0,0,0,0,NYY,2014,2,14,8,19,0.5714285714285714,1
137,BOS,W,5,1,0,0,0,0,0,NYY,2014,2,15,9,19,0.6,1
138,BOS,W,5,4,0,1,0,0,1,NYY,2014,2,16,10,19,0.625,1
139,KCR,L,0,1,0,0,0,0,1,NYY,2014,9,5,2,7,0.4,1
140,KCR,W,6,2,0,0,0,0,0,NYY,2014,9,6,3,7,0.5,1
141,KCR,L,0,2,0,0,0,0,1,NYY,2014,9,7,3,7,0.42857142857142855,1
142,TBR,L,3,4,0,0,0,0,0,NYY,2014,18,14,5,19,0.35714285714285715,1
143,TBR,W,8,5,0,0,0,0,0,NYY,2014,18,15,6,19,0.4,1
144,TBR,W,5,4,0,1,0,0,1,NYY,2014,18,16,7,19,0.4375,1
145,BAL,L,1,2,11,1,0,1,1,NYY,2014,1,12,3,19,0.25,1
146,BAL,L,0,5,0,0,0,0,0,NYY,2014,1,13,3,19,0.23076923076923078,1
147,BAL,W,3,2,0,0,0,0,0,NYY,2014,1,14,4,19,0.2857142857142857,1
148,BAL,L,2,3,0,1,0,0,1,NYY,2014,1,15,4,19,0.26666666666666666,1
149,TBR,L,0,1,0,1,0,0,0,NYY,2014,18,17,7,19,0.4117647058823529,1
150,TBR,L,1,6,0,0,0,0,0,NYY,2014,18,18,7,19,0.3888888888888889,1
151,TBR,W,3,2,0,0,0,0,0,NYY,2014,18,19,8,19,0.42105263157894735,1
152,TOR,W,3,2,0,1,0,0,1,NYY,2014,20,16,9,19,0.5625,1
153,TOR,W,5,3,0,0,0,0,1,NYY,2014,20,17,10,19,0.5882352941176471,1
154,TOR,L,3,6,0,0,0,0,1,NYY,2014,20,18,10,19,0.5555555555555556,1
155,TOR,W,5,2,0,0,0,0,0,NYY,2014,20,19,11,19,0.5789473684210527,1
156,BAL,W,5,0,0,0,0,0,1,NYY,2014,1,16,5,19,0.3125,1
157,BAL,L,4,5,0,0,0,0,1,NYY,2014,1,17,5,19,0.29411764705882354,1
158,BAL,L,5,9,0,0,0,0,0,NYY,2014,1,18,5,19,0.2777777777777778,1
159,BAL,W,6,5,0,1,0,0,0,NYY,2014,1,19,6,19,0.3157894736842105,1
160,BOS,W,3,2,0,0,0,0,1,NYY,2014,2,17,11,19,0.6470588235294118,1
161,BOS,L,4,10,0,0,0,0,1,NYY,2014,2,18,11,19,0.6111111111111112,1
162,BOS,W,9,5,0,0,0,0,0,NYY,2014,2,19,12,19,0.631578947368421,1
1,TOR,L,1,6,0,0,0,0,0,NYY,2015,18,1,0,19,0,0
2,TOR,W,4,3,0,0,0,0,0,NYY,2015,18,2,1,19,0.5,0
3,TOR,L,3,6,0,0,0,0,1,NYY,2015,18,3,1,19,0.3333333333333333,0
4,BOS,L,5,6,19,0,0,1,0,NYY,2015,3,1,0,19,0,1
5,BOS,L,4,8,0,0,0,0,0,NYY,2015,3,2,0,19,0,1
6,BOS,W,14,4,0,0,0,0,0,NYY,2015,3,3,1,19,0.3333333333333333,1
7,BAL,W,6,5,0,0,0,0,1,NYY,2015,2,1,1,19,1,1
8,BAL,L,3,4,0,0,0,0,1,NYY,2015,2,2,1,19,0.5,1
9,BAL,L,5,7,0,0,0,0,0,NYY,2015,2,3,1,19,0.3333333333333333,1
10,TBR,W,5,4,0,0,0,0,0,NYY,2015,16,1,1,19,1,1
11,TBR,W,9,0,0,0,0,0,1,NYY,2015,16,2,2,19,1,1
12,TBR,W,5,3,0,0,0,0,1,NYY,2015,16,3,3,19,1,1
13,DET,L,1,2,0,0,0,0,1,NYY,2015,6,1,0,7,0,1
14,DET,W,5,2,0,0,0,0,0,NYY,2015,6,2,1,7,0.5,1
15,DET,W,13,4,0,0,0,0,1,NYY,2015,6,3,2,7,0.6666666666666666,1
16,DET,W,2,1,0,0,0,0,1,NYY,2015,6,4,3,7,0.75,1
17,NYM,W,6,1,0,0,0,0,1,NYY,2015,12,1,1,6,1,1
18,NYM,L,2,8,0,0,0,0,1,NYY,2015,12,2,1,6,0.5,1
19,NYM,W,6,4,0,0,0,0,0,NYY,2015,12,3,2,6,0.6666666666666666,1
20,TBR,W,4,1,0,0,0,0,1,NYY,2015,16,4,4,19,1,1
21,TBR,W,4,2,0,0,0,0,1,NYY,2015,16,5,5,19,1,1
22,TBR,L,2,3,13,0,0,1,1,NYY,2015,16,6,5,19,0.8333333333333334,1
23,BOS,W,3,2,0,0,0,0,0,NYY,2015,3,4,2,19,0.5,1
24,BOS,W,4,2,0,0,0,0,1,NYY,2015,3,5,3,19,0.6,1
25,BOS,W,8,5,0,0,0,0,1,NYY,2015,3,6,4,19,0.6666666666666666,1
26,TOR,L,1,3,0,0,0,0,1,NYY,2015,18,4,1,19,0.25,0
27,TOR,W,6,3,0,0,0,0,0,NYY,2015,18,5,2,19,0.4,0
28,TOR,L,1,5,0,0,0,0,1,NYY,2015,18,6,2,19,0.3333333333333333,0
29,BAL,W,4,3,0,0,0,0,0,NYY,2015,2,4,2,19,0.5,1
30,BAL,W,5,4,0,0,0,0,1,NYY,2015,2,5,3,19,0.6,1
31,BAL,L,2,6,0,0,0,0,1,NYY,2015,2,6,3,19,0.5,1
32,BAL,W,6,2,0,0,0,0,0,NYY,2015,2,7,4,19,0.5714285714285714,1
33,TBR,W,11,5,0,0,0,0,1,NYY,2015,16,7,6,19,0.8571428571428571,1
34,TBR,L,2,4,0,0,0,0,1,NYY,2015,16,8,6,19,0.75,1
35,TBR,L,2,3,0,0,0,0,0,NYY,2015,16,9,6,19,0.6666666666666666,1
36,TBR,L,1,6,0,0,0,0,0,NYY,2015,16,10,6,19,0.6,1
37,KCR,L,1,12,0,0,0,0,0,NYY,2015,8,1,0,6,0,1
38,KCR,W,5,1,0,0,0,0,0,NYY,2015,8,2,1,6,0.5,1
39,KCR,L,0,6,0,0,0,0,1,NYY,2015,8,3,1,6,0.3333333333333333,1
40,WSN,L,6,8,10,1,0,1,0,NYY,2015,19,1,0,4,0,0
41,WSN,L,2,3,0,0,0,0,0,NYY,2015,19,2,0,4,0,0
42,TEX,L,9,10,0,0,0,0,0,NYY,2015,17,1,0,7,0,0
43,TEX,L,4,15,0,0,0,0,0,NYY,2015,17,2,0,7,0,0
44,TEX,L,2,5,0,0,0,0,0,NYY,2015,17,3,0,7,0,0
45,KCR,W,14,1,0,0,0,0,0,NYY,2015,8,4,2,6,0.5,1
46,KCR,W,5,1,0,0,0,0,1,NYY,2015,8,5,3,6,0.6,1
47,KCR,W,4,2,0,0,0,0,1,NYY,2015,8,6,4,6,0.6666666666666666,1
48,OAK,L,4,5,0,0,0,0,1,NYY,2015,13,1,0,7,0,0
49,OAK,L,2,6,0,0,0,0,0,NYY,2015,13,2,0,7,0,0
50,OAK,W,5,3,0,0,0,0,0,NYY,2015,13,3,1,7,0.3333333333333333,0
51,OAK,L,0,3,0,0,0,0,1,NYY,2015,13,4,1,7,0.25,0
52,SEA,W,7,2,0,0,0,0,0,NYY,2015,15,1,1,6,1,1
53,SEA,W,5,3,11,0,0,1,1,NYY,2015,15,2,2,6,1,1
54,SEA,W,3,1,0,0,0,0,1,NYY,2015,15,3,3,6,1,1
55,LAA,W,8,7,0,0,0,0,1,NYY,2015,9,1,1,6,1,1
56,LAA,W,8,2,0,0,0,0,1,NYY,2015,9,2,2,6,1,1
57,LAA,W,6,2,0,0,0,0,1,NYY,2015,9,3,3,6,1,1
58,WSN,W,6,1,0,0,0,0,1,NYY,2015,19,3,1,4,0.3333333333333333,0
59,WSN,L,4,5,11,0,0,1,1,NYY,2015,19,4,1,4,0.25,0
60,BAL,L,3,11,0,0,0,0,0,NYY,2015,2,8,4,19,0.5,1
61,BAL,L,4,9,0,0,0,0,0,NYY,2015,2,9,4,19,0.4444444444444444,1
62,BAL,W,5,3,0,0,0,0,0,NYY,2015,2,10,5,19,0.5,1
63,MIA,L,1,2,0,0,0,0,1,NYY,2015,10,1,0,4,0,0
64,MIA,L,2,12,0,0,0,0,0,NYY,2015,10,2,0,4,0,0
65,MIA,W,2,1,0,0,0,0,0,NYY,2015,10,3,1,4,0.3333333333333333,0
66,MIA,W,9,4,0,0,0,0,1,NYY,2015,10,4,2,4,0.5,0
67,DET,W,7,2,0,0,0,0,1,NYY,2015,6,5,4,7,0.8,1
68,DET,W,14,3,0,0,0,0,1,NYY,2015,6,6,5,7,0.8333333333333334,1
69,DET,L,4,12,0,0,0,0,1,NYY,2015,6,7,5,7,0.7142857142857143,1
70,PHI,L,8,11,0,0,0,0,0,NYY,2015,14,1,0,3,0,0
71,PHI,L,6,11,0,0,0,0,0,NYY,2015,14,2,0,3,0,0
72,PHI,W,10,2,0,0,0,0,0,NYY,2015,14,3,1,3,0.3333333333333333,0
73,HOU,L,0,4,0,0,0,0,1,NYY,2015,7,1,0,7,0,1
74,HOU,W,3,2,0,0,0,0,0,NYY,2015,7,2,1,7,0.5,1
75,HOU,W,9,6,0,0,0,0,1,NYY,2015,7,3,2,7,0.6666666666666666,1
76,HOU,L,1,3,0,0,0,0,1,NYY,2015,7,4,2,7,0.5,1
77,LAA,L,1,4,0,0,0,0,0,NYY,2015,9,4,3,6,0.75,1
78,LAA,L,1,2,0,0,0,0,0,NYY,2015,9,5,3,6,0.6,1
79,LAA,W,3,1,0,0,0,0,0,NYY,2015,9,6,4,6,0.6666666666666666,1
80,TBR,W,7,5,12,1,0,1,1,NYY,2015,16,11,7,19,0.6363636363636364,1
81,TBR,W,3,2,0,1,0,0,1,NYY,2015,16,12,8,19,0.6666666666666666,1
82,TBR,L,1,8,0,0,0,0,1,NYY,2015,16,13,8,19,0.6153846153846154,1
83,OAK,L,3,4,10,0,0,1,0,NYY,2015,13,5,1,7,0.2,0
84,OAK,W,5,4,0,0,0,0,0,NYY,2015,13,6,2,7,0.3333333333333333,0
85,OAK,W,6,2,0,0,0,0,1,NYY,2015,13,7,3,7,0.42857142857142855,0
86,BOS,W,5,1,0,0,0,0,1,NYY,2015,3,7,5,19,0.7142857142857143,1
87,BOS,L,3,5,0,0,0,0,1,NYY,2015,3,8,5,19,0.625,1
88,BOS,W,8,6,0,0,0,0,0,NYY,2015,3,9,6,19,0.6666666666666666,1
89,SEA,W,4,3,0,0,0,0,1,NYY,2015,15,4,4,6,1,1
90,SEA,L,3,4,0,0,0,0,1,NYY,2015,15,5,4,6,0.8,1
91,SEA,W,2,1,0,0,0,0,0,NYY,2015,15,6,5,6,0.8333333333333334,1
92,BAL,W,3,2,0,0,0,0,1,NYY,2015,2,11,6,19,0.5454545454545454,1
93,BAL,W,4,3,0,0,0,0,1,NYY,2015,2,12,7,19,0.5833333333333334,1
94,BAL,W,9,3,0,0,0,0,1,NYY,2015,2,13,8,19,0.6153846153846154,1
95,MIN,L,1,10,0,0,0,0,1,NYY,2015,11,1,0,6,0,1
96,MIN,W,8,5,0,0,0,0,0,NYY,2015,11,2,1,6,0.5,1
97,MIN,W,7,2,0,0,0,0,1,NYY,2015,11,3,2,6,0.6666666666666666,1
98,TEX,W,6,2,0,0,0,0,1,NYY,2015,17,4,1,7,0.25,0
99,TEX,W,21,5,0,0,0,0,1,NYY,2015,17,5,2,7,0.4,0
100,TEX,L,2,5,0,0,0,0,1,NYY,2015,17,6,2,7,0.3333333333333333,0
101,TEX,L,6,7,0,1,0,0,0,NYY,2015,17,7,2,7,0.2857142857142857,0
102,CHW,W,13,6,0,0,0,0,0,NYY,2015,4,1,1,7,1,1
103,CHW,L,2,8,0,0,0,0,1,NYY,2015,4,2,1,7,0.5,1
104,CHW,W,12,3,0,0,0,0,0,NYY,2015,4,3,2,7,0.6666666666666666,1
105,BOS,W,13,3,0,0,0,0,1,NYY,2015,3,10,7,19,0.7,1
106,BOS,L,1,2,0,0,0,0,1,NYY,2015,3,11,7,19,0.6363636363636364,1
107,BOS,W,2,1,0,0,0,0,0,NYY,2015,3,12,8,19,0.6666666666666666,1
108,TOR,L,1,2,10,0,0,1,1,NYY,2015,18,7,2,19,0.2857142857142857,0
109,TOR,L,0,6,0,0,0,0,0,NYY,2015,18,8,2,19,0.25,0
110,TOR,L,0,2,0,0,0,0,0,NYY,2015,18,9,2,19,0.2222222222222222,0
111,CLE,L,4,5,16,1,0,1,0,NYY,2015,5,1,0,7,0,0
112,CLE,L,1,2,0,0,0,0,0,NYY,2015,5,2,0,7,0,0
113,CLE,W,8,6,0,0,0,0,0,NYY,2015,5,3,1,7,0.3333333333333333,0
114,TOR,W,4,3,0,0,0,0,1,NYY,2015,18,10,3,19,0.3,0
115,TOR,W,4,1,0,0,0,0,1,NYY,2015,18,11,4,19,0.36363636363636365,0
116,TOR,L,1,3,0,0,0,0,1,NYY,2015,18,12,4,19,0.3333333333333333,0
117,MIN,W,8,7,10,1,0,1,0,NYY,2015,11,4,3,6,0.75,1
118,MIN,W,8,4,0,0,0,0,1,NYY,2015,11,5,4,6,0.8,1
119,MIN,W,4,3,0,0,0,0,1,NYY,2015,11,6,5,6,0.8333333333333334,1
120,CLE,L,2,3,0,0,0,0,1,NYY,2015,5,4,1,7,0.25,0
121,CLE,L,3,7,0,0,0,0,0,NYY,2015,5,5,1,7,0.2,0
122,CLE,W,6,2,0,0,0,0,0,NYY,2015,5,6,2,7,0.3333333333333333,0
123,CLE,L,3,4,0,0,0,0,1,NYY,2015,5,7,2,7,0.2857142857142857,0
124,HOU,W,1,0,0,1,0,0,0,NYY,2015,7,5,3,7,0.6,1
125,HOU,L,1,15,0,0,0,0,1,NYY,2015,7,6,3,7,0.5,1
126,HOU,L,2,6,0,0,0,0,0,NYY,2015,7,7,3,7,0.42857142857142855,1
127,ATL,W,15,4,0,0,0,0,0,NYY,2015,1,1,1,3,1,1
128,ATL,W,3,1,0,0,0,0,1,NYY,2015,1,2,2,3,1,1
129,ATL,W,20,6,0,0,0,0,1,NYY,2015,1,3,3,3,1,1
130,BOS,L,3,4,0,0,0,0,1,NYY,2015,3,13,8,19,0.6153846153846154,1
131,BOS,W,3,1,0,0,0,0,0,NYY,2015,3,14,9,19,0.6428571428571429,1
132,BOS,W,13,8,0,0,0,0,1,NYY,2015,3,15,10,19,0.6666666666666666,1
133,TBR,W,5,2,0,0,0,0,1,NYY,2015,16,14,9,19,0.6428571428571429,1
134,TBR,L,2,3,0,0,0,0,1,NYY,2015,16,15,9,19,0.6,1
135,TBR,W,6,4,0,0,0,0,0,NYY,2015,16,16,10,19,0.625,1
136,BAL,W,8,6,0,0,0,0,1,NYY,2015,2,14,9,19,0.6428571428571429,1
137,BAL,L,1,2,0,0,0,0,1,NYY,2015,2,15,9,19,0.6,1
138,BAL,L,3,5,0,0,0,0,0,NYY,2015,2,16,9,19,0.5625,1
139,TOR,L,5,11,0,0,0,0,0,NYY,2015,18,13,4,19,0.3076923076923077,0
140,TOR,L,5,9,11,0,0,1,0,NYY,2015,18,14,4,19,0.2857142857142857,0
141,TOR,L,7,10,0,0,0,0,0,NYY,2015,18,15,4,19,0.26666666666666666,0
142,TOR,W,5,0,0,0,0,0,0,NYY,2015,18,16,5,19,0.3125,0
143,TBR,W,4,1,0,0,0,0,1,NYY,2015,16,17,11,19,0.6470588235294118,1
144,TBR,L,3,6,0,0,0,0,1,NYY,2015,16,18,11,19,0.6111111111111112,1
145,TBR,W,3,1,0,0,0,0,0,NYY,2015,16,19,12,19,0.631578947368421,1
146,NYM,L,1,5,0,0,0,0,1,NYY,2015,12,4,2,6,0.5,1
147,NYM,W,5,0,0,0,0,0,0,NYY,2015,12,5,3,6,0.6,1
148,NYM,W,11,2,0,0,0,0,1,NYY,2015,12,6,4,6,0.6666666666666666,1
149,TOR,L,2,4,0,0,0,0,1,NYY,2015,18,17,5,19,0.29411764705882354,0
150,TOR,W,6,4,10,0,0,1,0,NYY,2015,18,18,6,19,0.3333333333333333,0
151,TOR,L,0,4,0,0,0,0,1,NYY,2015,18,19,6,19,0.3157894736842105,0
152,CHW,W,3,2,0,0,0,0,0,NYY,2015,4,4,3,7,0.75,1
153,CHW,L,2,5,0,0,0,0,1,NYY,2015,4,5,3,7,0.6,1
154,CHW,W,2,1,0,0,0,0,0,NYY,2015,4,6,4,7,0.6666666666666666,1
155,CHW,W,6,1,0,0,0,0,1,NYY,2015,4,7,5,7,0.7142857142857143,1
156,BOS,L,1,5,0,0,0,0,1,NYY,2015,3,16,10,19,0.625,1
157,BOS,L,4,10,0,0,0,0,0,NYY,2015,3,17,10,19,0.5882352941176471,1
158,BOS,L,5,9,11,0,0,1,0,NYY,2015,3,18,10,19,0.5555555555555556,1
159,BOS,W,4,1,0,0,0,0,0,NYY,2015,3,19,11,19,0.5789473684210527,1
160,BAL,L,2,9,0,0,0,0,1,NYY,2015,2,17,9,19,0.5294117647058824,1
161,BAL,L,3,4,0,0,0,0,0,NYY,2015,2,18,9,19,0.5,1
162,BAL,L,4,9,0,0,0,0,0,NYY,2015,2,19,9,19,0.47368421052631576,1
1,HOU,L &H,3,5,0,0,0,0,0,NYY,2016,8,1,0,6,0,1
2,HOU,W,16,6,0,0,0,0,0,NYY,2016,8,2,1,6,0.5,1
3,HOU,W,8,5,0,0,0,0,1,NYY,2016,8,3,2,6,0.6666666666666666,1
4,DET,L,0,4,0,0,0,0,1,NYY,2016,7,1,0,6,0,1
5,DET,W,8,4,0,0,0,0,0,NYY,2016,7,2,1,6,0.5,1
6,TOR,W,3,2,0,0,0,0,1,NYY,2016,20,1,1,19,1,1
7,TOR,L,2,7,0,0,0,0,1,NYY,2016,20,2,1,19,0.5,1
8,TOR,L,2,4,0,0,0,0,0,NYY,2016,20,3,1,19,0.3333333333333333,1
9,SEA,L,1,7,0,0,0,0,0,NYY,2016,16,1,0,6,0,0
10,SEA,L,2,3,0,0,0,0,0,NYY,2016,16,2,0,6,0,0
11,SEA,W,4,3,0,0,0,0,0,NYY,2016,16,3,1,6,0.3333333333333333,0
12,OAK,L,2,3,11,0,0,1,1,NYY,2016,14,1,0,7,0,1
13,OAK,L,2,5,0,0,0,0,0,NYY,2016,14,2,0,7,0,1
14,OAK,L,3,7,0,0,0,0,0,NYY,2016,14,3,0,7,0,1
15,TBR,W,6,3,0,0,0,0,0,NYY,2016,18,1,1,19,1,1
16,TBR,W,3,2,0,1,0,0,1,NYY,2016,18,2,2,19,1,1
17,TBR,L,1,8,0,0,0,0,1,NYY,2016,18,3,2,19,0.6666666666666666,1
18,TEX,W,3,1,0,0,0,0,0,NYY,2016,19,1,1,7,1,1
19,TEX,L,1,10,0,0,0,0,1,NYY,2016,19,2,1,7,0.5,1
20,TEX,L,2,3,0,0,0,0,0,NYY,2016,19,3,1,7,0.3333333333333333,1
21,BOS,L,2,4,0,0,0,0,0,NYY,2016,3,1,0,19,0,0
22,BOS,L,0,8,0,0,0,0,0,NYY,2016,3,2,0,19,0,0
23,BOS,L,7,8,0,0,0,0,0,NYY,2016,3,3,0,19,0,0
24,BAL,L,1,4,0,0,0,0,0,NYY,2016,2,1,0,19,0,1
25,BAL,W,7,0,0,0,0,0,0,NYY,2016,2,2,1,19,0.5,1
26,BAL,L,0,1,10,1,0,1,1,NYY,2016,2,3,1,19,0.3333333333333333,1
27,BOS,W,3,2,0,0,0,0,0,NYY,2016,3,4,1,19,0.25,0
28,BOS,W,8,2,0,0,0,0,1,NYY,2016,3,5,2,19,0.4,0
29,BOS,L,1,5,0,0,0,0,1,NYY,2016,3,6,2,19,0.3333333333333333,0
30,KCR,W,6,3,0,0,0,0,0,NYY,2016,9,1,1,7,1,1
31,KCR,W,10,7,0,0,0,0,1,NYY,2016,9,2,2,7,1,1
32,KCR,L,3,7,0,0,0,0,1,NYY,2016,9,3,2,7,0.6666666666666666,1
33,KCR,W,7,3,0,0,0,0,0,NYY,2016,9,4,3,7,0.75,1
34,CHW,L,1,7,0,0,0,0,1,NYY,2016,4,1,0,6,0,1
35,CHW,W,2,1,0,0,0,0,0,NYY,2016,4,2,1,6,0.5,1
36,CHW,W,7,5,0,0,0,0,1,NYY,2016,4,3,2,6,0.6666666666666666,1
37,ARI,L,2,12,0,0,0,0,1,NYY,2016,1,1,0,3,0,0
38,ARI,L,3,5,0,0,0,0,0,NYY,2016,1,2,0,3,0,0
39,ARI,W,4,2,0,0,0,0,0,NYY,2016,1,3,1,3,0.3333333333333333,0
40,OAK,W,4,1,0,0,0,0,1,NYY,2016,14,4,1,7,0.25,1
41,OAK,W,8,3,0,0,0,0,1,NYY,2016,14,5,2,7,0.4,1
42,OAK,W,5,1,0,0,0,0,1,NYY,2016,14,6,3,7,0.5,1
43,OAK,W,5,4,0,0,0,0,1,NYY,2016,14,7,4,7,0.5714285714285714,1
44,TOR,W,6,0,0,0,0,0,1,NYY,2016,20,4,2,19,0.5,1
45,TOR,L,4,8,0,0,0,0,1,NYY,2016,20,5,2,19,0.4,1
46,TOR,L,1,3,0,0,0,0,0,NYY,2016,20,6,2,19,0.3333333333333333,1
47,TBR,W,4,1,0,0,0,0,0,NYY,2016,18,4,3,19,0.75,1
48,TBR,L,5,9,0,0,0,0,1,NYY,2016,18,5,3,19,0.6,1
49,TBR,W,2,1,0,0,0,0,0,NYY,2016,18,6,4,19,0.6666666666666666,1
50,TOR,L,2,4,0,0,0,0,1,NYY,2016,20,7,2,19,0.2857142857142857,1
51,TOR,L,1,4,0,0,0,0,0,NYY,2016,20,8,2,19,0.25,1
52,TOR,L,0,7,0,0,0,0,0,NYY,2016,20,9,2,19,0.2222222222222222,1
53,DET,W,5,4,0,0,0,0,0,NYY,2016,7,3,2,6,0.6666666666666666,1
54,BAL,L,5,6,0,0,0,0,1,NYY,2016,2,4,1,19,0.25,1
55,BAL,W,8,6,0,0,0,0,0,NYY,2016,2,5,2,19,0.4,1
56,BAL,L,1,3,0,0,0,0,1,NYY,2016,2,6,2,19,0.3333333333333333,1
57,LAA,W,5,2,0,0,0,0,0,NYY,2016,10,1,1,7,1,1
58,LAA,W,6,3,0,0,0,0,1,NYY,2016,10,2,2,7,1,1
59,LAA,W,12,6,0,0,0,0,1,NYY,2016,10,3,3,7,1,1
60,LAA,W,6,3,0,0,0,0,1,NYY,2016,10,4,4,7,1,1
61,DET,W,4,0,0,0,0,0,1,NYY,2016,7,4,3,6,0.75,1
62,DET,L,1,6,0,0,0,0,1,NYY,2016,7,5,3,6,0.6,1
63,DET,L,1,4,0,0,0,0,0,NYY,2016,7,6,3,6,0.5,1
64,COL,L,10,13,0,0,0,0,0,NYY,2016,6,1,0,4,0,0
65,COL,L,3,6,0,0,0,0,0,NYY,2016,6,2,0,4,0,0
66,MIN,W,4,1,0,0,0,0,0,NYY,2016,12,1,1,7,1,1
67,MIN,W,8,2,0,0,0,0,1,NYY,2016,12,2,2,7,1,1
68,MIN,W,7,6,0,0,0,0,1,NYY,2016,12,3,3,7,1,1
69,MIN,L,4,7,0,0,0,0,1,NYY,2016,12,4,3,7,0.75,1
70,COL,L,4,8,0,0,0,0,0,NYY,2016,6,3,0,4,0,0
71,COL,W,9,8,0,1,0,0,0,NYY,2016,6,4,1,4,0.25,0
72,MIN,W,5,3,0,0,0,0,1,NYY,2016,12,5,4,7,0.8,1
73,MIN,W,2,1,0,0,0,0,1,NYY,2016,12,6,5,7,0.8333333333333334,1
