gm_number,wins,losses,division_rank,gb,c_li,streak,games_back,win_per,win_streak,losing_streak,team,season
80,43,37,2,3.0,1.44,--,-3,0.5375,0,2,NYY,2017
81,44,37,2,3.0,1.46,+,-3,0.5432098765432098,1,0,NYY,2017
82,44,38,2,4.0,1.44,-,-4,0.5365853658536586,0,1,NYY,2017
83,44,39,2,4.0,1.41,--,-4,0.5301204819277109,0,2,NYY,2017
84,44,40,2,4.5,1.37,---,-4.5,0.5238095238095238,0,3,NYY,2017
85,45,40,2,3.5,1.31,+,-3.5,0.5294117647058824,1,0,NYY,2017
86,45,41,2,3.5,1.37,-,-3.5,0.5232558139534884,0,1,NYY,2017
87,45,42,3,4.5,1.68,--,-4.5,0.5172413793103449,0,2,NYY,2017
88,46,42,3,3.5,1.62,+,-3.5,0.5227272727272727,1,0,NYY,2017
89,47,42,3,3.5,1.72,++,-3.5,0.5280898876404494,2,0,NYY,2017
90,47,43,3,3.5,1.82,-,-3.5,0.5222222222222223,0,1,NYY,2017
91,47,44,3,3.5,1.42,--,-3.5,0.5164835164835165,0,2,NYY,2017
92,48,44,3,3.5,1.43,+,-3.5,0.5217391304347826,1,0,NYY,2017
93,48,45,3,4.5,1.43,-,-4.5,0.5161290322580645,0,1,NYY,2017
94,49,45,3,3.5,1.44,+,-3.5,0.5212765957446809,1,0,NYY,2017
95,50,45,2,3.5,1.49,++,-3.5,0.5263157894736842,2,0,NYY,2017
96,50,46,2,3.5,1.56,-,-3.5,0.5208333333333334,0,1,NYY,2017
97,51,46,2,2.5,1.59,+,-2.5,0.5257731958762887,1,0,NYY,2017
98,52,46,2,1.0,1.58,++,-1,0.5306122448979592,2,0,NYY,2017
99,53,46,2,1.0,1.61,+++,-1,0.5353535353535354,3,0,NYY,2017
100,54,46,2,0.5,1.94,++++,-0.5,0.54,4,0,NYY,2017
101,55,46,1,up 0.5,1.92,+++++,0.5,0.5445544554455446,5,0,NYY,2017
102,56,46,1,up 0.5,1.89,++++++,0.5,0.5490196078431373,6,0,NYY,2017
103,56,47,1,up 0.5,1.82,-,0.5,0.5436893203883495,0,1,NYY,2017
104,57,47,1,up 0.5,1.65,+,0.5,0.5480769230769231,1,0,NYY,2017
105,57,48,2,0.5,1.59,-,-0.5,0.5428571428571428,0,1,NYY,2017
106,57,49,2,1.0,1.63,--,-1,0.5377358490566038,0,2,NYY,2017
107,57,50,2,2.0,1.78,---,-2,0.5327102803738317,0,3,NYY,2017
108,57,51,2,3.0,1.71,----,-3,0.5277777777777778,0,4,NYY,2017
109,58,51,2,3.0,1.71,+,-3,0.5321100917431193,1,0,NYY,2017
110,59,51,2,3.0,1.75,++,-3,0.5363636363636364,2,0,NYY,2017
111,59,52,2,4.0,1.68,-,-4,0.5315315315315315,0,1,NYY,2017
112,60,52,2,4.0,1.63,+,-4,0.5357142857142857,1,0,NYY,2017
113,60,53,2,4.5,1.60,-,-4.5,0.5309734513274337,0,1,NYY,2017
114,61,53,2,3.5,2.10,+,-3.5,0.5350877192982456,1,0,NYY,2017
115,61,54,2,4.5,2.20,-,-4.5,0.5304347826086957,0,1,NYY,2017
116,61,55,2,5.5,2.05,--,-5.5,0.5258620689655172,0,2,NYY,2017
117,62,55,2,4.5,1.53,+,-4.5,0.5299145299145299,1,0,NYY,2017
118,63,55,2,4.5,1.61,++,-4.5,0.5338983050847458,2,0,NYY,2017
119,64,55,2,4.5,1.56,+++,-4.5,0.5378151260504201,3,0,NYY,2017
120,65,55,2,4.0,1.53,++++,-4,0.5416666666666666,4,0,NYY,2017
121,65,56,2,5.0,2.17,-,-5,0.5371900826446281,0,1,NYY,2017
122,66,56,2,4.0,2.05,+,-4,0.5409836065573771,1,0,NYY,2017
123,66,57,2,5.0,2.25,-,-5,0.5365853658536586,0,1,NYY,2017
124,67,57,2,4.5,1.62,+,-4.5,0.5403225806451613,1,0,NYY,2017
125,68,57,2,4.5,1.61,++,-4.5,0.544,2,0,NYY,2017
126,68,58,2,4.5,1.49,-,-4.5,0.5396825396825397,0,1,NYY,2017
127,68,59,2,4.5,1.72,--,-4.5,0.5354330708661418,0,2,NYY,2017
128,69,59,2,3.5,1.80,+,-3.5,0.5390625,1,0,NYY,2017
129,70,59,2,2.5,1.80,++,-2.5,0.5426356589147286,2,0,NYY,2017
130,70,60,2,3.5,1.68,-,-3.5,0.5384615384615384,0,1,NYY,2017
131,70,61,2,5.5,1.66,--,-5.5,0.5343511450381679,0,2,NYY,2017
132,70,62,2,5.5,1.66,---,-5.5,0.5303030303030303,0,3,NYY,2017
133,71,62,2,4.5,1.97,+,-4.5,0.5338345864661654,1,0,NYY,2017
134,71,63,2,5.5,2.15,-,-5.5,0.5298507462686567,0,1,NYY,2017
135,72,63,2,4.5,1.94,+,-4.5,0.5333333333333333,1,0,NYY,2017
136,73,63,2,3.5,2.14,++,-3.5,0.5367647058823529,2,0,NYY,2017
137,74,63,2,2.5,1.92,+++,-2.5,0.5401459854014599,3,0,NYY,2017
138,74,64,2,3.5,1.97,-,-3.5,0.5362318840579711,0,1,NYY,2017
139,75,64,2,3.5,1.84,+,-3.5,0.539568345323741,1,0,NYY,2017
140,75,65,2,4.5,1.74,-,-4.5,0.5357142857142857,0,1,NYY,2017
141,76,65,2,4.5,1.71,+,-4.5,0.5390070921985816,1,0,NYY,2017
142,77,65,2,3.5,1.38,++,-3.5,0.5422535211267606,2,0,NYY,2017
143,78,65,2,3.0,1.37,+++,-3,0.5454545454545454,3,0,NYY,2017
144,78,66,2,4.0,1.30,-,-4,0.5416666666666666,0,1,NYY,2017
145,79,66,2,3.0,1.12,+,-3,0.5448275862068965,1,0,NYY,2017
146,80,66,2,3.0,1.31,++,-3,0.547945205479452,2,0,NYY,2017
147,81,66,2,3.0,1.15,+++,-3,0.5510204081632653,3,0,NYY,2017
148,82,66,2,3.0,1.03,++++,-3,0.5540540540540541,4,0,NYY,2017
149,82,67,2,3.0,.98,-,-3,0.5503355704697986,0,1,NYY,2017
150,83,67,2,3.0,1.00,+,-3,0.5533333333333333,1,0,NYY,2017
151,84,67,2,3.0,.91,++,-3,0.5562913907284768,2,0,NYY,2017
152,85,67,2,3.0,.80,+++,-3,0.5592105263157895,3,0,NYY,2017
153,85,68,2,4.0,.73,-,-4,0.5555555555555556,0,1,NYY,2017
154,86,68,2,4.0,.34,+,-4,0.5584415584415584,1,0,NYY,2017
155,86,69,2,5.0,.30,-,-5,0.5548387096774193,0,1,NYY,2017
156,87,69,2,4.0,.09,+,-4,0.5576923076923077,1,0,NYY,2017
157,88,69,2,3.0,.17,++,-3,0.5605095541401274,2,0,NYY,2017
158,89,69,2,3.0,.44,+++,-3,0.5632911392405063,3,0,NYY,2017
159,89,70,2,3.0,.33,-,-3,0.559748427672956,0,1,NYY,2017
160,90,70,2,2.0,.17,+,-2,0.5625,1,0,NYY,2017
161,91,70,2,2.0,.59,++,-2,0.5652173913043478,2,0,NYY,2017
162,91,71,2,2.0,.05,-,-2,0.5617283950617284,0,1,NYY,2017
1,1,0,1,Tied,1.05,+,0,1,1,0,NYY,2018
2,2,0,1,up 0.5,1.11,++,0.5,1,2,0,NYY,2018
3,2,1,1,Tied,1.16,-,0,0.6666666666666666,0,1,NYY,2018
4,2,2,2,1.0,1.17,--,-1,0.5,0,2,NYY,2018
5,3,2,3,1.5,1.10,+,-1.5,0.6,1,0,NYY,2018
6,4,2,2,1.0,1.07,++,-1,0.6666666666666666,2,0,NYY,2018
7,4,3,2,2.0,1.15,-,-2,0.5714285714285714,0,1,NYY,2018
8,4,4,3,2.5,1.12,--,-2.5,0.5,0,2,NYY,2018
9,5,4,2,2.5,1.00,+,-2.5,0.5555555555555556,1,0,NYY,2018
10,5,5,3,3.5,1.08,-,-3.5,0.5,0,1,NYY,2018
11,5,6,3,4.5,1.10,--,-4.5,0.45454545454545453,0,2,NYY,2018
12,6,6,3,3.5,1.05,+,-3.5,0.5,1,0,NYY,2018
13,6,7,3,4.5,1.11,-,-4.5,0.46153846153846156,0,1,NYY,2018
14,7,7,3,4.5,.88,+,-4.5,0.5,1,0,NYY,2018
15,8,7,3,5.0,.88,++,-5,0.5333333333333333,2,0,NYY,2018
16,8,8,3,6.0,.96,-,-6,0.5,0,1,NYY,2018
17,9,8,3,6.5,1.01,+,-6.5,0.5294117647058824,1,0,NYY,2018
18,9,9,3,7.5,1.00,-,-7.5,0.5,0,1,NYY,2018
19,10,9,3,6.5,.95,+,-6.5,0.5263157894736842,1,0,NYY,2018
20,11,9,3,5.5,1.04,++,-5.5,0.55,2,0,NYY,2018
21,12,9,3,5.0,.95,+++,-5,0.5714285714285714,3,0,NYY,2018
22,13,9,3,4.0,1.00,++++,-4,0.5909090909090909,4,0,NYY,2018
23,14,9,2,4.0,1.05,+++++,-4,0.6086956521739131,5,0,NYY,2018
24,15,9,2,4.0,1.08,++++++,-4,0.625,6,0,NYY,2018
25,16,9,2,3.0,1.11,+++++++,-3,0.64,7,0,NYY,2018
26,17,9,2,2.0,1.18,++++++++,-2,0.6538461538461539,8,0,NYY,2018
27,18,9,2,2.0,1.22,+++++++++,-2,0.6666666666666666,9,0,NYY,2018
28,18,10,2,3.0,1.22,-,-3,0.6428571428571429,0,1,NYY,2018
29,19,10,2,2.0,1.18,+,-2,0.6551724137931034,1,0,NYY,2018
30,20,10,2,2.0,1.24,++,-2,0.6666666666666666,2,0,NYY,2018
31,21,10,2,1.0,1.24,+++,-1,0.6774193548387096,3,0,NYY,2018
32,22,10,2,1.0,1.21,++++,-1,0.6875,4,0,NYY,2018
33,23,10,2,1.0,1.20,+++++,-1,0.696969696969697,5,0,NYY,2018
34,24,10,2,1.0,1.18,++++++,-1,0.7058823529411765,6,0,NYY,2018
35,25,10,1,Tied,1.56,+++++++,0,0.7142857142857143,7,0,NYY,2018
36,26,10,1,up 1.0,1.57,++++++++,1,0.7222222222222222,8,0,NYY,2018
37,26,11,1,Tied,1.57,-,0,0.7027027027027027,0,1,NYY,2018
38,26,12,1,Tied,1.19,--,0,0.6842105263157895,0,2,NYY,2018
39,27,12,1,Tied,1.26,+,0,0.6923076923076923,1,0,NYY,2018
40,28,12,1,Tied,1.26,++,0,0.7,2,0,NYY,2018
41,28,13,1,up 0.5,1.14,-,0.5,0.6829268292682927,0,1,NYY,2018
42,28,14,2,0.5,1.14,--,-0.5,0.6666666666666666,0,2,NYY,2018
43,29,14,2,0.5,1.20,+,-0.5,0.6744186046511628,1,0,NYY,2018
44,30,14,2,0.5,1.17,++,-0.5,0.6818181818181818,2,0,NYY,2018
45,31,14,1,Tied,1.15,+++,0,0.6888888888888889,3,0,NYY,2018
46,31,15,2,1.0,1.11,-,-1,0.6739130434782609,0,1,NYY,2018
47,31,16,2,2.0,1.17,--,-2,0.6595744680851063,0,2,NYY,2018
48,32,16,2,1.5,1.24,+,-1.5,0.6666666666666666,1,0,NYY,2018
49,32,17,2,2.5,1.27,-,-2.5,0.6530612244897959,0,1,NYY,2018
50,33,17,2,1.5,1.27,+,-1.5,0.66,1,0,NYY,2018
51,33,18,2,2.5,1.28,-,-2.5,0.6470588235294118,0,1,NYY,2018
52,34,18,2,2.5,1.28,+,-2.5,0.6538461538461539,1,0,NYY,2018
53,35,18,2,2.5,1.23,++,-2.5,0.660377358490566,2,0,NYY,2018
54,36,18,2,1.0,1.13,+++,-1,0.6666666666666666,3,0,NYY,2018
55,37,18,2,1.0,1.13,++++,-1,0.6727272727272727,4,0,NYY,2018
56,38,18,2,1.5,1.08,+++++,-1.5,0.6785714285714286,5,0,NYY,2018
57,38,19,2,1.5,1.06,-,-1.5,0.6666666666666666,0,1,NYY,2018
58,39,19,2,1.5,1.12,+,-1.5,0.6724137931034483,1,0,NYY,2018
59,40,19,2,1.5,1.06,++,-1.5,0.6779661016949152,2,0,NYY,2018
60,41,19,1,Tied,1.04,+++,0,0.6833333333333333,3,0,NYY,2018
61,42,19,1,Tied,1.02,++++,0,0.6885245901639344,4,0,NYY,2018
62,42,20,1,Tied,1.00,-,0,0.6774193548387096,0,1,NYY,2018
63,43,20,2,0.5,1.03,+,-0.5,0.6825396825396826,1,0,NYY,2018
64,43,21,2,1.5,1.00,-,-1.5,0.671875,0,1,NYY,2018
65,44,21,2,1.5,1.09,+,-1.5,0.676923076923077,1,0,NYY,2018
66,45,21,2,0.5,.99,++,-0.5,0.6818181818181818,2,0,NYY,2018
67,46,21,1,up 0.5,1.01,+++,0.5,0.6865671641791045,3,0,NYY,2018
68,46,22,2,0.5,.98,-,-0.5,0.6764705882352942,0,1,NYY,2018
69,47,22,1,Tied,.99,+,0,0.6811594202898551,1,0,NYY,2018
70,48,22,1,up 1.0,.99,++,1,0.6857142857142857,2,0,NYY,2018
71,49,22,1,up 2.0,1.00,+++,2,0.6901408450704225,3,0,NYY,2018
72,50,22,1,up 2.0,.96,++++,2,0.6944444444444444,4,0,NYY,2018
73,50,23,1,up 1.0,.91,-,1,0.684931506849315,0,1,NYY,2018
74,50,24,1,up 1.0,.88,--,1,0.6756756756756757,0,2,NYY,2018
75,50,25,1,Tied,1.00,---,0,0.6666666666666666,0,3,NYY,2018
76,51,25,1,up 0.5,.96,+,0.5,0.6710526315789473,1,0,NYY,2018
77,52,25,1,up 0.5,.93,++,0.5,0.6753246753246753,2,0,NYY,2018
78,52,26,2,0.5,.89,-,-0.5,0.6666666666666666,0,1,NYY,2018
79,53,26,1,Tied,1.60,+,0,0.6708860759493671,1,0,NYY,2018
80,53,27,2,1.0,1.62,-,-1,0.6625,0,1,NYY,2018
81,54,27,1,Tied,1.71,+,0,0.6666666666666666,1,0,NYY,2018
82,54,28,2,1.0,1.00,-,-1,0.6585365853658537,0,1,NYY,2018
83,55,28,2,1.0,1.01,+,-1,0.6626506024096386,1,0,NYY,2018
84,56,28,2,1.0,.99,++,-1,0.6666666666666666,2,0,NYY,2018
85,56,29,2,2.0,.98,-,-2,0.6588235294117647,0,1,NYY,2018
86,57,29,2,2.0,.98,+,-2,0.6627906976744186,1,0,NYY,2018
87,58,29,2,2.0,.95,++,-2,0.6666666666666666,2,0,NYY,2018
88,58,30,2,2.5,.93,-,-2.5,0.6590909090909091,0,1,NYY,2018
89,59,30,2,2.5,.98,+,-2.5,0.6629213483146067,1,0,NYY,2018
90,59,31,2,3.5,.92,-,-3.5,0.6555555555555556,0,1,NYY,2018
91,60,31,2,3.5,.90,+,-3.5,0.6593406593406593,1,0,NYY,2018
92,61,31,2,3.5,.92,++,-3.5,0.6630434782608695,2,0,NYY,2018
93,61,32,2,3.5,.87,-,-3.5,0.6559139784946236,0,1,NYY,2018
94,62,32,2,3.5,.89,+,-3.5,0.6595744680851063,1,0,NYY,2018
95,62,33,2,4.5,.86,-,-4.5,0.6526315789473685,0,1,NYY,2018
96,62,34,2,5.5,.85,--,-5.5,0.6458333333333334,0,2,NYY,2018
97,63,34,2,4.5,.80,+,-4.5,0.6494845360824743,1,0,NYY,2018
98,63,35,2,6.0,.83,-,-6,0.6428571428571429,0,1,NYY,2018
99,64,35,2,5.0,.82,+,-5,0.6464646464646465,1,0,NYY,2018
100,64,36,2,5.5,.86,-,-5.5,0.64,0,1,NYY,2018
101,65,36,2,4.5,.87,+,-4.5,0.6435643564356436,1,0,NYY,2018
102,65,37,2,5.5,.83,-,-5.5,0.6372549019607843,0,1,NYY,2018
103,66,37,2,5.5,.86,+,-5.5,0.6407766990291263,1,0,NYY,2018
104,67,37,2,5.5,.75,++,-5.5,0.6442307692307693,2,0,NYY,2018
105,68,37,2,5.0,.69,+++,-5,0.6476190476190476,3,0,NYY,2018
106,68,38,2,5.5,.77,-,-5.5,0.6415094339622641,0,1,NYY,2018
107,68,39,2,6.5,1.24,--,-6.5,0.6355140186915887,0,2,NYY,2018
108,68,40,2,7.5,1.12,---,-7.5,0.6296296296296297,0,3,NYY,2018
109,68,41,2,8.5,.97,----,-8.5,0.6238532110091743,0,4,NYY,2018
110,68,42,2,9.5,.88,-----,-9.5,0.6181818181818182,0,5,NYY,2018
111,69,42,2,9.0,.64,+,-9,0.6216216216216216,1,0,NYY,2018
112,70,42,2,9.0,.64,++,-9,0.625,2,0,NYY,2018
113,71,42,2,9.0,.52,+++,-9,0.6283185840707964,3,0,NYY,2018
114,72,42,2,8.0,.48,++++,-8,0.631578947368421,4,0,NYY,2018
115,72,43,2,9.0,.52,-,-9,0.6260869565217392,0,1,NYY,2018
116,73,43,2,9.5,.49,+,-9.5,0.6293103448275862,1,0,NYY,2018
117,74,43,2,9.5,.43,++,-9.5,0.6324786324786325,2,0,NYY,2018
118,74,44,2,10.0,.42,-,-10,0.6271186440677966,0,1,NYY,2018
119,75,44,2,10.0,.43,+,-10,0.6302521008403361,1,0,NYY,2018
120,75,45,2,10.0,.36,-,-10,0.625,0,1,NYY,2018
121,75,46,2,10.5,.41,--,-10.5,0.6198347107438017,0,2,NYY,2018
122,76,46,2,10.5,.47,+,-10.5,0.6229508196721312,1,0,NYY,2018
123,77,46,2,10.5,.39,++,-10.5,0.6260162601626016,2,0,NYY,2018
124,78,46,2,9.5,.34,+++,-9.5,0.6290322580645161,3,0,NYY,2018
125,79,46,2,8.0,.35,++++,-8,0.632,4,0,NYY,2018
126,79,47,2,9.0,.36,-,-9,0.626984126984127,0,1,NYY,2018
127,80,47,2,8.5,.28,+,-8.5,0.6299212598425197,1,0,NYY,2018
128,81,47,2,7.0,.33,++,-7,0.6328125,2,0,NYY,2018
129,82,47,2,7.0,.32,+++,-7,0.6356589147286822,3,0,NYY,2018
130,83,47,2,6.0,.41,++++,-6,0.6384615384615384,4,0,NYY,2018
131,83,48,2,6.5,.47,-,-6.5,0.6335877862595419,0,1,NYY,2018
132,84,48,2,6.5,.45,+,-6.5,0.6363636363636364,1,0,NYY,2018
133,84,49,2,7.5,.41,-,-7.5,0.631578947368421,0,1,NYY,2018
134,84,50,2,8.5,.29,--,-8.5,0.6268656716417911,0,2,NYY,2018
135,85,50,2,7.5,.26,+,-7.5,0.6296296296296297,1,0,NYY,2018
136,86,50,2,7.5,.26,++,-7.5,0.6323529411764706,2,0,NYY,2018
137,86,51,2,7.5,.23,-,-7.5,0.6277372262773723,0,1,NYY,2018
138,86,52,2,8.5,.29,--,-8.5,0.6231884057971014,0,2,NYY,2018
139,87,52,2,8.5,.29,+,-8.5,0.6258992805755396,1,0,NYY,2018
140,87,53,2,9.5,.19,-,-9.5,0.6214285714285714,0,1,NYY,2018
141,88,53,2,8.5,.19,+,-8.5,0.624113475177305,1,0,NYY,2018
142,89,53,2,7.5,.16,++,-7.5,0.6267605633802817,2,0,NYY,2018
143,89,54,2,8.5,.20,-,-8.5,0.6223776223776224,0,1,NYY,2018
144,90,54,2,8.0,.17,+,-8,0.625,1,0,NYY,2018
145,90,55,2,9.0,.19,-,-9,0.6206896551724138,0,1,NYY,2018
146,90,56,2,10.0,.18,--,-10,0.6164383561643836,0,2,NYY,2018
147,91,56,2,9.5,.18,+,-9.5,0.6190476190476191,1,0,NYY,2018
148,91,57,2,10.5,.20,-,-10.5,0.6148648648648649,0,1,NYY,2018
149,91,58,2,11.5,.23,--,-11.5,0.610738255033557,0,2,NYY,2018
150,92,58,2,10.5,.23,+,-10.5,0.6133333333333333,1,0,NYY,2018
151,93,58,2,9.5,.14,++,-9.5,0.6158940397350994,2,0,NYY,2018
152,93,59,2,10.5,.15,-,-10.5,0.6118421052631579,0,1,NYY,2018
153,94,59,2,10.5,.20,+,-10.5,0.6143790849673203,1,0,NYY,2018
154,95,59,2,9.5,.22,++,-9.5,0.6168831168831169,2,0,NYY,2018
155,95,60,2,9.5,.22,-,-9.5,0.6129032258064516,0,1,NYY,2018
156,96,60,2,9.5,.21,+,-9.5,0.6153846153846154,1,0,NYY,2018
157,97,60,2,9.0,.24,++,-9,0.6178343949044586,2,0,NYY,2018
158,97,61,2,9.5,.11,-,-9.5,0.6139240506329114,0,1,NYY,2018
159,98,61,2,9.0,.21,+,-9,0.6163522012578616,1,0,NYY,2018
160,99,61,2,8.0,.15,++,-8,0.61875,2,0,NYY,2018
161,100,61,2,7.0,.00,+++,-7,0.6211180124223602,3,0,NYY,2018
162,100,62,2,8.0,.00,-,-8,0.6172839506172839,0,1,NYY,2018
1,1,0,1,up 1.0,1.08,+,1,1,1,0,NYY,2019
2,1,1,3,0.5,1.12,-,-0.5,0.5,0,1,NYY,2019
3,1,2,4,1.5,1.04,--,-1.5,0.3333333333333333,0,2,NYY,2019
4,2,2,3,1.5,.91,+,-1.5,0.5,1,0,NYY,2019
5,2,3,3,2.5,.91,-,-2.5,0.4,0,1,NYY,2019
6,2,4,4,2.5,.90,--,-2.5,0.3333333333333333,0,2,NYY,2019
7,3,4,3,2.0,.97,+,-2,0.42857142857142855,1,0,NYY,2019
8,4,4,2,1.5,1.02,++,-1.5,0.5,2,0,NYY,2019
9,5,4,2,1.5,1.11,+++,-1.5,0.5555555555555556,3,0,NYY,2019
10,5,5,2,2.5,1.00,-,-2.5,0.5,0,1,NYY,2019
11,5,6,2,3.5,.97,--,-3.5,0.45454545454545453,0,2,NYY,2019
12,5,7,2,4.5,.94,---,-4.5,0.4166666666666667,0,3,NYY,2019
13,5,8,2,5.5,.86,----,-5.5,0.38461538461538464,0,4,NYY,2019
14,6,8,2,4.5,.84,+,-4.5,0.42857142857142855,1,0,NYY,2019
15,6,9,2,5.5,.85,-,-5.5,0.4,0,1,NYY,2019
16,7,9,2,5.5,.88,+,-5.5,0.4375,1,0,NYY,2019
17,8,9,2,5.5,.91,++,-5.5,0.47058823529411764,2,0,NYY,2019
18,8,10,2,5.5,.88,-,-5.5,0.4444444444444444,0,1,NYY,2019
19,9,10,2,4.5,.85,+,-4.5,0.47368421052631576,1,0,NYY,2019
20,10,10,2,3.5,.89,++,-3.5,0.5,2,0,NYY,2019
21,11,10,2,2.5,.97,+++,-2.5,0.5238095238095238,3,0,NYY,2019
22,12,10,2,2.5,1.01,++++,-2.5,0.5454545454545454,4,0,NYY,2019
23,13,10,2,2.5,1.05,+++++,-2.5,0.5652173913043478,5,0,NYY,2019
24,14,10,2,1.5,1.09,++++++,-1.5,0.5833333333333334,6,0,NYY,2019
25,14,11,2,2.0,1.11,-,-2,0.56,0,1,NYY,2019
26,15,11,2,1.5,1.09,+,-1.5,0.5769230769230769,1,0,NYY,2019
27,16,11,2,1.5,1.13,++,-1.5,0.5925925925925926,2,0,NYY,2019
28,17,11,2,1.5,1.17,+++,-1.5,0.6071428571428571,3,0,NYY,2019
29,17,12,2,2.5,1.15,-,-2.5,0.5862068965517241,0,1,NYY,2019
30,17,13,2,2.0,1.11,--,-2,0.5666666666666667,0,2,NYY,2019
31,18,13,2,2.5,1.20,+,-2.5,0.5806451612903226,1,0,NYY,2019
32,18,14,2,2.5,1.24,-,-2.5,0.5625,0,1,NYY,2019
33,19,14,2,2.0,1.18,+,-2,0.5757575757575758,1,0,NYY,2019
34,20,14,2,2.0,1.20,++,-2,0.5882352941176471,2,0,NYY,2019
35,21,14,2,2.0,1.23,+++,-2,0.6,3,0,NYY,2019
36,21,15,2,2.0,1.29,-,-2,0.5833333333333334,0,1,NYY,2019
37,22,15,2,1.5,1.23,+,-1.5,0.5945945945945946,1,0,NYY,2019
38,23,15,2,0.5,1.61,++,-0.5,0.6052631578947368,2,0,NYY,2019
39,23,16,2,1.5,1.60,-,-1.5,0.5897435897435898,0,1,NYY,2019
40,24,16,2,0.5,1.56,+,-0.5,0.6,1,0,NYY,2019
41,25,16,2,0.5,1.26,++,-0.5,0.6097560975609756,2,0,NYY,2019
42,26,16,2,0.5,1.27,+++,-0.5,0.6190476190476191,3,0,NYY,2019
43,27,16,1,up 0.5,1.62,++++,0.5,0.627906976744186,4,0,NYY,2019
44,27,17,2,0.5,1.67,-,-0.5,0.6136363636363636,0,1,NYY,2019
45,28,17,1,up 0.5,1.67,+,0.5,0.6222222222222222,1,0,NYY,2019
46,29,17,1,up 1.0,1.29,++,1,0.6304347826086957,2,0,NYY,2019
47,30,17,1,up 2.0,1.27,+++,2,0.6382978723404256,3,0,NYY,2019
48,31,17,1,up 2.0,1.25,++++,2,0.6458333333333334,4,0,NYY,2019
49,32,17,1,up 2.0,1.23,+++++,2,0.6530612244897959,5,0,NYY,2019
50,33,17,1,up 3.0,1.20,++++++,3,0.66,6,0,NYY,2019
51,34,17,1,up 3.0,1.18,+++++++,3,0.6666666666666666,7,0,NYY,2019
52,34,18,1,up 2.0,1.10,-,2,0.6538461538461539,0,1,NYY,2019
53,35,18,1,up 2.0,1.14,+,2,0.660377358490566,1,0,NYY,2019
54,35,19,1,up 1.0,1.12,-,1,0.6481481481481481,0,1,NYY,2019
55,36,19,1,up 1.0,1.15,+,1,0.6545454545454545,1,0,NYY,2019
56,37,19,1,up 1.5,1.31,++,1.5,0.6607142857142857,2,0,NYY,2019
57,38,19,1,up 2.5,1.24,+++,2.5,0.6666666666666666,3,0,NYY,2019
58,38,20,1,up 2.5,1.22,-,2.5,0.6551724137931034,0,1,NYY,2019
59,38,21,1,up 2.5,1.13,--,2.5,0.6440677966101694,0,2,NYY,2019
60,38,22,1,up 1.5,1.12,---,1.5,0.6333333333333333,0,3,NYY,2019
61,39,22,1,up 1.5,1.19,+,1.5,0.639344262295082,1,0,NYY,2019
62,39,23,1,up 0.5,1.20,-,0.5,0.6290322580645161,0,1,NYY,2019
63,39,24,1,Tied,1.23,--,0,0.6190476190476191,0,2,NYY,2019
64,40,24,1,Tied,1.26,+,0,0.625,1,0,NYY,2019
65,41,24,1,Tied,1.15,++,0,0.6307692307692307,2,0,NYY,2019
66,41,25,1,Tied,1.13,-,0,0.6212121212121212,0,1,NYY,2019
67,41,26,1,up 0.5,1.24,--,0.5,0.6119402985074627,0,2,NYY,2019
68,41,27,2,0.5,1.29,---,-0.5,0.6029411764705882,0,3,NYY,2019
69,42,27,1,up 0.5,1.31,+,0.5,0.6086956521739131,1,0,NYY,2019
70,43,27,1,up 0.5,1.33,++,0.5,0.6142857142857143,2,0,NYY,2019
71,44,27,1,up 1.5,1.80,+++,1.5,0.6197183098591549,3,0,NYY,2019
72,45,27,1,up 2.5,1.77,++++,2.5,0.625,4,0,NYY,2019
73,46,27,1,up 3.5,1.68,+++++,3.5,0.6301369863013698,5,0,NYY,2019
74,47,27,1,up 4.5,1.22,++++++,4.5,0.6351351351351351,6,0,NYY,2019
75,48,27,1,up 4.5,1.11,+++++++,4.5,0.64,7,0,NYY,2019
76,49,27,1,up 5.5,1.15,++++++++,5.5,0.6447368421052632,8,0,NYY,2019
77,49,28,1,up 4.5,1.03,-,4.5,0.6363636363636364,0,1,NYY,2019
78,50,28,1,up 5.0,1.07,+,5,0.6410256410256411,1,0,NYY,2019
79,51,28,1,up 6.0,1.03,++,6,0.6455696202531646,2,0,NYY,2019
80,52,28,1,up 7.0,.96,+++,7,0.65,3,0,NYY,2019
81,53,28,1,up 7.0,1.15,++++,7,0.654320987654321,4,0,NYY,2019
82,54,28,1,up 7.0,1.00,+++++,7,0.6585365853658537,5,0,NYY,2019
83,54,29,1,up 5.5,.79,-,5.5,0.6506024096385542,0,1,NYY,2019
84,55,29,1,up 6.5,.93,+,6.5,0.6547619047619048,1,0,NYY,2019
85,56,29,1,up 7.5,1.18,++,7.5,0.6588235294117647,2,0,NYY,2019
86,57,29,1,up 8.5,1.01,+++,8.5,0.6627906976744186,3,0,NYY,2019
87,57,30,1,up 7.5,.84,-,7.5,0.6551724137931034,0,1,NYY,2019
88,57,31,1,up 6.5,1.01,--,6.5,0.6477272727272727,0,2,NYY,2019
89,58,31,1,up 6.5,.87,+,6.5,0.651685393258427,1,0,NYY,2019
90,58,32,1,up 6.0,.85,-,6,0.6444444444444445,0,1,NYY,2019
91,59,32,1,up 6.0,.88,+,6,0.6483516483516484,1,0,NYY,2019
