season,gm_number,opp,win,loss,save,away_home
2000,1,BOS,Martinez,Moyer,Lowe,home
2000,2,BOS,Garcia,Martinez,,home
2000,3,BOS,Mesa,Florie,Sasaki,home
2000,4,NYY,Halama,Pettitte,Sasaki,home
2000,5,NYY,Nelson,Mesa,Rivera,home
2000,6,NYY,Moyer,Clemens,,home
2000,7,DET,Moehler,Garcia,Jones,away
2000,8,DET,Sele,Mlicki,,away
2000,9,DET,Brocail,Rhodes,Jones,away
2000,10,TOR,Moyer,Wells,,away
2000,11,TOR,Rodriguez,Halladay,Paniagua,away
2000,12,TOR,Garcia,Carpenter,,away
2000,13,CHW,Sturtze,Sele,,away
2000,14,CHW,Lowe,Meche,Howry,away
2000,15,KCR,Rodriguez,Durbin,,home
2000,16,KCR,Tomko,Witasick,Sasaki,home
2000,17,KCR,Rhodes,Bottalico,,home
2000,18,CLE,Finley,Meche,,home
2000,19,CLE,Halama,Nagy,,home
2000,20,CLE,Shuey,Rhodes,,home
2000,21,KCR,Batista,Tomko,Bottalico,away
2000,22,KCR,Sele,Suppan,,away
2000,23,KCR,Rosado,Meche,Bottalico,away
2000,24,MIN,Halama,Mays,Sasaki,away
2000,25,MIN,Guardado,Mesa,,away
2000,26,ANA,Bottenfield,Sele,Percival,home
2000,27,ANA,Sasaki,Holtz,,home
2000,28,ANA,Halama,Schoeneweis,,home
2000,29,TEX,Helling,Tomko,,away
2000,30,TEX,Abbott,Loaiza,,away
2000,31,TEX,Wetteland,Sasaki,,away
2000,32,OAK,Hudson,Meche,Isringhausen,away
2000,33,OAK,Mathews,Sasaki,,away
2000,34,OAK,Tomko,Appier,Mesa,away
2000,35,OAK,Heredia,Abbott,,away
2000,36,MIN,Sele,Milton,,home
2000,37,MIN,Meche,Bergman,,home
2000,38,MIN,Halama,Mays,,home
2000,39,TBD,Mesa,Taylor,Sasaki,home
2000,40,TBD,Yan,Ramsay,Hernandez,home
2000,41,TBD,Sele,Trachsel,,home
2000,42,BAL,Timlin,Mesa,,away
2000,43,BAL,Groom,Sasaki,,away
2000,44,BAL,Mussina,Rodriguez,,away
2000,45,TBD,Sele,Trachsel,,away
2000,46,TBD,Tomko,Rekar,Sasaki,away
2000,47,TBD,Mecir,Mesa,,away
2000,48,CHW,Halama,Sirotka,Sasaki,home
2000,49,CHW,Baldwin,Abbott,Foulke,home
2000,50,CHW,Howry,Sasaki,Foulke,home
2000,51,SDP,Moyer,Clement,Sasaki,home
2000,52,SDP,Spencer,Halama,Hoffman,home
2000,53,SDP,Abbott,Meadows,,home
2000,54,COL,Sele,Yoshii,,home
2000,55,COL,Tomko,Bohanon,Sasaki,home
2000,56,COL,Arrojo,Moyer,,home
2000,57,SFG,Rueter,Halama,,away
2000,58,SFG,Abbott,Estes,,away
2000,59,SFG,Sele,Hernández,,away
2000,60,KCR,Moyer,Batista,Sasaki,away
2000,61,KCR,Meche,Laxton,,away
2000,62,KCR,Bottalico,Sasaki,,away
2000,63,MIN,Ramsay,Redman,,away
2000,64,MIN,Radke,Sele,,away
2000,65,MIN,Moyer,Milton,,away
2000,66,MIN,Meche,Mays,,away
2000,67,TBD,Lopez,Halama,,home
2000,68,TBD,Abbott,Trachsel,Sasaki,home
2000,69,TBD,Sele,Yan,Sasaki,home
2000,70,BAL,Moyer,Johnson,,home
2000,71,BAL,Meche,Erickson,,home
2000,72,BAL,Halama,Rapp,Sasaki,home
2000,73,BAL,Rhodes,Timlin,Sasaki,home
2000,74,ANA,Sele,Belcher,Sasaki,home
2000,75,ANA,Hill,Moyer,Percival,home
2000,76,ANA,Paniagua,Bottenfield,,home
2000,77,TEX,Rogers,Halama,,away
2000,78,TEX,Abbott,Clark,Sasaki,away
2000,79,TEX,Sele,Perisho,,away
2000,80,ANA,Moyer,Hill,Sasaki,away
2000,81,ANA,Petkovsek,Mesa,Percival,away
2000,82,ANA,Halama,Cooper,Sasaki,away
2000,83,ANA,Washburn,Abbott,,away
2000,84,LAD,Herges,Rhodes,Fetters,home
2000,85,LAD,Sele,Gagne,,home
2000,86,LAD,Moyer,Park,Sasaki,home
2000,87,SDP,Hoffman,Tomko,,away
2000,88,SDP,Moyer,Meadows,Sasaki,away
2000,89,SDP,Williams,Sele,Hoffman,away
2000,90,ARI,Mesa,Springer,Sasaki,away
2000,91,ARI,Guzman,Halama,,away
2000,92,ARI,Rhodes,Padilla,Sasaki,away
2000,93,OAK,Moyer,Appier,Sasaki,away
2000,94,OAK,Heredia,Sele,Isringhausen,away
2000,95,TEX,Abbott,Perisho,,home
2000,96,TEX,Halama,Glynn,,home
2000,97,TEX,Helling,Rhodes,Wetteland,home
2000,98,OAK,Moyer,Appier,Sasaki,home
2000,99,OAK,Heredia,Sele,Isringhausen,home
2000,100,OAK,Hudson,Abbott,,home
2000,101,TOR,Loaiza,Rhodes,,home
2000,102,TOR,Garcia,Carpenter,Sasaki,home
2000,103,TOR,Tomko,Halladay,,home
2000,104,TOR,Sele,Escobar,Paniagua,home
2000,105,BOS,Garces,Mesa,Pichardo,home
2000,106,BOS,Sasaki,Fassero,,home
2000,107,BOS,Martinez,Garcia,,home
2000,108,NYY,Pettitte,Moyer,,away
2000,109,NYY,Tomko,Gooden,Sasaki,away
2000,110,NYY,Abbott,Hernandez,,away
2000,111,NYY,Halama,Neagle,,away
2000,112,CHW,Pineiro,Garland,Tomko,away
2000,113,CHW,Garcia,Buehrle,Sasaki,away
2000,114,CHW,Sirotka,Moyer,,away
2000,115,CHW,Sele,Biddle,Sasaki,away
2000,116,CLE,Abbott,Finley,Paniagua,home
2000,117,CLE,Colon,Halama,Wickman,home
2000,118,CLE,Speier,Garcia,,home
2000,119,DET,Blair,Moyer,,home
2000,120,DET,Sparks,Sele,,home
2000,121,DET,Weaver,Tomko,,home
2000,122,CLE,Karsay,Rhodes,,away
2000,123,CLE,Bere,Moyer,,away
2000,124,CLE,Burba,Sele,,away
2000,125,DET,Paniagua,Weaver,Sasaki,away
2000,126,DET,Cruz,Rhodes,Jones,away
2000,127,DET,Moehler,Moyer,,away
2000,128,CHW,Sirotka,Sele,Foulke,home
2000,129,CHW,Halama,Biddle,,home
2000,130,CHW,Barcelo,Garcia,Foulke,home
2000,131,NYY,Clemens,Abbott,,home
2000,132,NYY,Tomko,Pettitte,Sasaki,home
2000,133,NYY,Cone,Sele,Rivera,home
2000,134,BOS,Arrojo,Halama,,away
2000,135,BOS,Garcia,Garces,Sasaki,away
2000,136,BOS,Abbott,Ohka,Paniagua,away
2000,137,BOS,Martinez,Moyer,,away
2000,138,TOR,Rhodes,Escobar,Sasaki,away
2000,139,TOR,Hamilton,Halama,,away
2000,140,TOR,Garcia,Trachsel,,away
2000,141,MIN,Kinney,Abbott,Hawkins,home
2000,142,MIN,Moyer,Redman,,home
2000,143,MIN,Sele,Romero,,home
2000,144,KCR,Meadows,Halama,Santiago,home
2000,145,KCR,Garcia,Reichert,,home
2000,146,KCR,Mesa,Bottalico,,home
2000,147,BAL,Sele,Mercedes,,away
2000,148,BAL,Moyer,Mussina,,away
2000,149,BAL,Garcia,Ponson,Sasaki,away
2000,150,TBD,Paniagua,Hernandez,,away
2000,151,TBD,Halama,Harper,Paniagua,away
2000,152,TBD,Sele,Lopez,Sasaki,away
2000,153,OAK,Hudson,Moyer,Isringhausen,home
2000,154,OAK,Olivares,Garcia,Service,home
2000,155,OAK,Appier,Rhodes,,home
2000,156,OAK,Halama,Prieto,Sasaki,home
2000,157,TEX,Sele,Glynn,,home
2000,158,TEX,Garcia,Davis,Sasaki,home
2000,159,TEX,Helling,Tomko,,home
2000,160,ANA,Ortiz,Abbott,Pote,away
2000,161,ANA,Halama,Belcher,,away
2000,162,ANA,Rhodes,Hasegawa,Sasaki,away
2001,1,OAK,Rhodes,Mecir,Sasaki,home
2001,2,OAK,Zito,Halama,,home
2001,3,OAK,Sele,Heredia,,home
2001,4,TEX,Rhodes,Zimmerman,Sasaki,away
2001,5,TEX,Franklin,Davis,Sasaki,away
2001,6,TEX,Venafro,Paniagua,Crabtree,away
2001,7,OAK,Halama,Heredia,Sasaki,away
2001,8,OAK,Sele,Mecir,Sasaki,away
2001,9,OAK,Moyer,Hudson,,away
2001,10,ANA,Hasegawa,Sasaki,,away
2001,11,ANA,Garcia,Valdez,Sasaki,away
2001,12,ANA,Paniagua,Hasegawa,Nelson,away
2001,13,TEX,Franklin,Glynn,,home
2001,14,TEX,Moyer,Helling,Sasaki,home
2001,15,TEX,Davis,Tomko,Zimmerman,home
2001,16,ANA,Garcia,Valdez,Sasaki,home
2001,17,ANA,Halama,Rapp,Sasaki,home
2001,18,ANA,Moyer,Washburn,Nelson,home
2001,19,ANA,Sele,Ortiz,,home
2001,20,NYY,Garcia,Stanton,Sasaki,away
2001,21,NYY,Charlton,Pettitte,Sasaki,away
2001,22,NYY,Moyer,Mussina,Rhodes,away
2001,23,CHW,Sele,Baldwin,Sasaki,away
2001,24,CHW,Tomko,Biddle,Sasaki,away
2001,25,CHW,Glover,Franklin,,away
2001,26,BOS,Martinez,Halama,Arrojo,home
2001,27,BOS,Sele,Nomo,,home
2001,28,BOS,Moyer,Castillo,,home
2001,29,TOR,Parris,Abbott,,home
2001,30,TOR,Rhodes,Borbon,Sasaki,home
2001,31,TOR,Carpenter,Halama,,home
2001,32,BOS,Nomo,Moyer,,away
2001,33,BOS,Nelson,Arrojo,Sasaki,away
2001,34,BOS,Halama,Ohka,Sasaki,away
2001,35,TOR,Abbott,Hamilton,,away
2001,36,TOR,Tomko,Escobar,,away
2001,37,TOR,Moyer,Loaiza,Sasaki,away
2001,38,CHW,Nelson,Howry,Paniagua,home
2001,39,CHW,Abbott,Biddle,Paniagua,home
2001,40,CHW,Garcia,Wells,Nelson,home
2001,41,NYY,Mendoza,Halama,,home
2001,42,NYY,Stanton,Sasaki,Rivera,home
2001,43,NYY,Sele,Clemens,,home
2001,44,MIN,Wells,Abbott,,away
2001,45,MIN,Rhodes,Carrasco,Sasaki,away
2001,46,KCR,Franklin,Grimsley,Sasaki,away
2001,47,KCR,Sele,Meadows,,away
2001,48,KCR,Charlton,Santiago,,away
2001,49,KCR,Abbott,Durbin,,away
2001,50,BAL,Garcia,Roberts,Sasaki,home
2001,51,BAL,Halama,Johnson,,home
2001,52,BAL,Sele,Mercedes,Sasaki,home
2001,53,TBD,Moyer,Rekar,Nelson,home
2001,54,TBD,Abbott,Rupe,Sasaki,home
2001,55,TBD,Garcia,Sturtze,Sasaki,home
2001,56,TEX,Franklin,Venafro,,home
2001,57,TEX,Paniagua,Smart,Sasaki,home
2001,58,TEX,Moyer,Oliver,,home
2001,59,SDP,Abbott,Jarvis,,home
2001,60,SDP,Jones,Garcia,Hoffman,home
2001,61,SDP,Halama,Loewer,,home
2001,62,COL,Fuentes,Acevedo,Sasaki,away
2001,63,COL,Chacon,Moyer,,away
2001,64,COL,Abbott,Astacio,,away
2001,65,SDP,Garcia,Jones,,away
2001,66,SDP,Halama,Loewer,,away
2001,67,SDP,Davey,Nelson,Hoffman,away
2001,68,OAK,Zito,Charlton,Isringhausen,away
2001,69,OAK,Rhodes,Isringhausen,Sasaki,away
2001,70,OAK,Guthrie,Sasaki,,away
2001,71,OAK,Paniagua,Tam,Rhodes,away
2001,72,ANA,Washburn,Sele,,home
2001,73,ANA,Rapp,Moyer,Percival,home
2001,74,ANA,Abbott,Schoeneweis,Sasaki,home
2001,75,OAK,Garcia,Mulder,,home
2001,76,OAK,Hudson,Halama,Isringhausen,home
2001,77,OAK,Guthrie,Fuentes,Isringhausen,home
2001,78,ANA,Moyer,Schoeneweis,,away
2001,79,ANA,Stark,Ortiz,Sasaki,away
2001,80,ANA,Garcia,Wise,,away
2001,81,TEX,Nelson,Petkovsek,Sasaki,away
2001,82,TEX,Sele,Oliver,,away
2001,83,TEX,Bell,Moyer,Venafro,away
2001,84,TEX,Rogers,Stark,,away
2001,85,LAD,Garcia,Brown,,away
2001,86,LAD,Herges,Paniagua,,away
2001,87,LAD,Sele,Williams,,away
2001,88,SFG,Rhodes,Boehringer,,home
2001,89,SFG,Ortiz,Moyer,Nen,home
2001,90,SFG,Garcia,Estes,Sasaki,home
2001,91,ARI,Sele,Ellis,,home
2001,92,ARI,Batista,Halama,Kim,home
2001,93,ARI,Abbott,Anderson,,home
2001,94,KCR,Nelson,Hernandez,Sasaki,away
2001,95,KCR,Wilson,Garcia,,away
2001,96,MIN,Sele,Mays,,away
2001,97,MIN,Halama,Johnson,Sasaki,away
2001,98,MIN,Abbott,Lohse,,away
2001,99,MIN,Moyer,Radke,Sasaki,away
2001,100,KCR,Wilson,Garcia,,home
2001,101,KCR,Byrd,Sele,,home
2001,102,KCR,Pineiro,George,,home
2001,103,MIN,Abbott,Lohse,,home
2001,104,MIN,Moyer,Radke,,home
2001,105,MIN,Garcia,Milton,,home
2001,106,DET,Lima,Sele,Anderson,away
2001,107,DET,Abbott,Holt,,away
2001,108,DET,Pineiro,Pettyjohn,Sasaki,away
2001,109,CLE,Moyer,Colon,Sasaki,away
2001,110,CLE,Garcia,Báez,Rhodes,away
2001,111,CLE,Rocker,Paniagua,,away
2001,112,CLE,Abbott,Nagy,Paniagua,away
2001,113,TOR,Halama,DeWitt,,home
2001,114,TOR,Moyer,Carpenter,,home
2001,115,TOR,Quantrill,Garcia,Koch,home
2001,116,CHW,Biddle,Sasaki,Foulke,home
2001,117,CHW,Franklin,Foulke,,home
2001,118,CHW,Rhodes,Wells,Sasaki,home
2001,119,BOS,Paniagua,Beck,Sasaki,away
2001,120,BOS,Garcia,Castillo,,away
2001,121,BOS,Garces,Sele,Urbina,away
2001,122,NYY,Mussina,Abbott,Mendoza,away
2001,123,NYY,Rhodes,Lilly,Sasaki,away
2001,124,NYY,Moyer,Pettitte,,away
2001,125,DET,Sparks,Garcia,,home
2001,126,DET,Sele,Weaver,Sasaki,home
2001,127,DET,Abbott,Lima,,home
2001,128,DET,Pineiro,Redman,,home
2001,129,CLE,Moyer,Colon,Charlton,home
2001,130,CLE,Halama,Rocker,,home
2001,131,CLE,Riske,Nelson,Wickman,home
2001,132,TBD,Wilson,Pineiro,,away
2001,133,TBD,Moyer,Sturtze,,away
2001,134,TBD,Garcia,Rupe,,away
2001,135,BAL,Maduro,Sele,,away
2001,136,BAL,Abbott,Mercedes,Sasaki,away
2001,137,BAL,Pineiro,Bauer,Sasaki,away
2001,138,TBD,Charlton,Yan,,home
2001,139,TBD,Zambrano,Charlton,,home
2001,140,TBD,Halama,Phelps,,home
2001,141,BAL,Abbott,Mercedes,,home
2001,142,BAL,Pineiro,Bauer,,home
2001,143,BAL,Moyer,Towers,,home
2001,144,ANA,Garcia,Valdez,,away
2001,145,ANA,Garcia,Ortiz,,home
2001,146,ANA,Moyer,Schoeneweis,,home
2001,147,ANA,Hasegawa,Halama,Percival,home
2001,148,OAK,Lidle,Abbott,Isringhausen,away
2001,149,OAK,Hiljus,Pineiro,,away
2001,150,OAK,Mulder,Garcia,Isringhausen,away
2001,151,TEX,Moyer,Davis,,away
2001,152,TEX,Sele,Duchscherer,,away
2001,153,TEX,Abbott,Bell,Sasaki,away
2001,154,OAK,Garcia,Mulder,Sasaki,home
2001,155,OAK,Hiljus,Moyer,,home
2001,156,OAK,Sele,Hudson,,home
2001,157,ANA,Abbott,Washburn,,away
2001,158,ANA,Charlton,Levine,Sasaki,away
2001,159,TEX,Tomko,Myette,,home
2001,160,TEX,Moyer,Helling,,home
2001,161,TEX,Pineiro,Davis,Sasaki,home
2001,162,TEX,Mahomes,Nelson,Zimmerman,home
2002,1,CHW,Buehrle,Garcia,Foulke,home
2002,2,CHW,Rhodes,Barcelo,Sasaki,home
2002,3,CHW,Franklin,Foulke,,home
2002,4,OAK,Baldwin,Hiljus,,home
2002,5,OAK,Mulder,Garcia,,home
2002,6,OAK,Hudson,Moyer,Koch,home
2002,7,ANA,Hasegawa,Weber,Sasaki,away
2002,8,ANA,Halama,Appier,,away
2002,9,ANA,Baldwin,Sele,,away
2002,10,ANA,Garcia,Schoeneweis,,away
2002,11,TEX,Moyer,Valdez,,away
2002,12,TEX,Abbott,Irabu,,away
2002,13,TEX,Hasegawa,Seanez,Sasaki,away
2002,14,TEX,Sasaki,Miceli,Hasegawa,away
2002,15,OAK,Pineiro,Lidle,,away
2002,16,OAK,Moyer,Hudson,Sasaki,away
2002,17,TEX,Rogers,Abbott,,home
2002,18,TEX,Hasegawa,Michalak,,home
2002,19,TEX,Garcia,Davis,Sasaki,home
2002,20,ANA,Moyer,Schoeneweis,,home
2002,21,ANA,Franklin,Ortiz,Sasaki,home
2002,22,ANA,Washburn,Abbott,,home
2002,23,NYY,Clemens,Baldwin,,home
2002,24,NYY,Garcia,Lilly,Sasaki,home
2002,25,NYY,Karsay,Rhodes,Rivera,home
2002,26,CHW,Wright,Abbott,,away
2002,27,CHW,Garland,Franklin,Glover,away
2002,28,CHW,Baldwin,Rauch,,away
2002,29,NYY,Garcia,Lilly,,away
2002,30,NYY,Nelson,Karsay,,away
2002,31,NYY,Pineiro,Wells,,away
2002,32,TOR,Halladay,Baldwin,Escobar,home
2002,33,TOR,Sasaki,Eyre,,home
2002,34,TOR,Franklin,Thurman,,home
2002,35,BOS,Pineiro,Castillo,Soriano,home
2002,36,BOS,Halama,Oliver,Sasaki,home
2002,37,BOS,Martinez,Baldwin,,home
2002,38,TOR,Loaiza,Garcia,Escobar,away
2002,39,TOR,Rhodes,Escobar,Sasaki,away
2002,40,TOR,Pineiro,Prokopec,,away
2002,41,BOS,Franklin,Arrojo,Sasaki,away
2002,42,BOS,Martinez,Baldwin,Urbina,away
2002,43,BOS,Burkett,Garcia,Urbina,away
2002,44,TBD,Kennedy,Moyer,,home
2002,45,TBD,Rupe,Pineiro,Yan,home
2002,46,TBD,Baldwin,Sturtze,,home
2002,47,BAL,Garcia,Erickson,,home
2002,48,BAL,Driskill,Soriano,Groom,home
2002,49,BAL,Moyer,Lopez,,home
2002,50,TBD,Rupe,Pineiro,,away
2002,51,TBD,Garcia,Sturtze,Sasaki,away
2002,52,BAL,Rhodes,Julio,Sasaki,away
2002,53,BAL,Bauer,Halama,,away
2002,54,BAL,Roberts,Sasaki,,away
2002,55,BAL,Rhodes,Julio,,away
2002,56,OAK,Garcia,Harang,Sasaki,away
2002,57,OAK,Koch,Hasegawa,,away
2002,58,OAK,Moyer,Lidle,,away
2002,59,OAK,Zito,Baldwin,,away
2002,60,CHC,Prior,Pineiro,Alfonseca,home
2002,61,CHC,Garcia,Clement,Sasaki,home
2002,62,CHC,Lieber,Soriano,,home
2002,63,STL,Moyer,Smith,,home
2002,64,STL,Williams,Baldwin,,home
2002,65,STL,Pineiro,Kile,,home
2002,66,SDP,Garcia,Tomko,Sasaki,away
2002,67,SDP,Jones,Soriano,Hoffman,away
2002,68,SDP,Perez,Moyer,Hoffman,away
2002,69,CIN,Pineiro,Reitsma,,away
2002,70,CIN,Garcia,Dessens,Sasaki,away
2002,71,CIN,Baldwin,Hamilton,Sasaki,away
2002,72,HOU,Moyer,Hernandez,,away
2002,73,HOU,Stone,Halama,,away
2002,74,HOU,Pineiro,Saarloos,,away
2002,75,OAK,Lidle,Garcia,,home
2002,76,OAK,Baldwin,Hudson,,home
2002,77,OAK,Hasegawa,Bradford,Sasaki,home
2002,78,OAK,Halama,Zito,Rhodes,home
2002,79,COL,Pineiro,Jennings,,home
2002,80,COL,Garcia,Hampton,,home
2002,81,COL,Speier,Sasaki,Jimenez,home
2002,82,KCR,Moyer,May,,home
2002,83,KCR,Byrd,Sasaki,Hernandez,home
2002,84,KCR,Pineiro,Asencio,Sasaki,home
2002,85,MIN,Rhodes,Rodriguez,Sasaki,home
2002,86,MIN,Milton,Nelson,,home
2002,87,MIN,Lohse,Moyer,,home
2002,88,MIN,Halama,Reed,Sasaki,home
2002,89,TBD,Pineiro,Kennedy,,away
2002,90,TBD,Moyer,Harper,Sasaki,away
2002,91,TBD,Yan,Halama,,away
2002,92,TBD,Watson,Phelps,Sasaki,away
2002,93,BAL,Ponson,Franklin,Julio,away
2002,94,BAL,Erickson,Pineiro,,away
2002,95,TEX,Moyer,Valdez,,away
2002,96,TEX,Hasegawa,Alvarez,Sasaki,away
2002,97,ANA,Ortiz,Garcia,,away
2002,98,ANA,Shields,Rhodes,Weber,away
2002,99,ANA,Washburn,Nelson,Weber,away
2002,100,TEX,Rhodes,Powell,Sasaki,home
2002,101,TEX,Rogers,Garcia,Kolb,home
2002,102,TEX,Halama,Myette,,home
2002,103,ANA,Lackey,Baldwin,,home
2002,104,ANA,Pineiro,Washburn,Sasaki,home
2002,105,ANA,Appier,Sasaki,Percival,home
2002,106,DET,Rhodes,Santana,Sasaki,home
2002,107,DET,Hasegawa,Farnsworth,,home
2002,108,DET,Baldwin,Powell,Sasaki,home
2002,109,CLE,Nelson,DePaula,,home
2002,110,CLE,Moyer,Báez,Sasaki,home
2002,111,CLE,Garcia,Wright,,home
2002,112,CLE,Westbrook,Sasaki,Wohlers,home
2002,113,TOR,Halladay,Baldwin,Escobar,away
2002,114,TOR,Sasaki,Prokopec,,away
2002,115,TOR,Moyer,Carpenter,Nelson,away
2002,116,CHW,Buehrle,Garcia,,away
2002,117,CHW,Nelson,Biddle,,away
2002,118,CHW,Wright,Baldwin,Osuna,away
2002,119,BOS,Pineiro,Burkett,,home
2002,120,BOS,Lowe,Moyer,,home
2002,121,BOS,Garcia,Fossum,Sasaki,home
2002,122,NYY,Wells,Halama,Weaver,home
2002,123,NYY,Mussina,Franklin,Karsay,home
2002,124,NYY,Pineiro,Clemens,Sasaki,home
2002,125,DET,Lima,Moyer,Acevedo,away
2002,126,DET,Maroth,Garcia,Acevedo,away
2002,127,DET,Valdez,Sparks,,away
2002,128,DET,Franklin,Redman,Sasaki,away
2002,129,CLE,Wohlers,Baldwin,,away
2002,130,CLE,Mulholland,Creek,,away
2002,131,CLE,Garcia,Westbrook,,away
2002,132,MIN,Mays,Valdez,Guardado,away
2002,133,MIN,Santana,Pineiro,Guardado,away
2002,134,MIN,Moyer,Reed,Sasaki,away
2002,135,KCR,Byrd,Garcia,Grimsley,home
2002,136,KCR,Affeldt,Rhodes,Hernandez,home
2002,137,KCR,Valdez,Suppan,,home
2002,138,MIN,Rhodes,Santana,Sasaki,home
2002,139,MIN,Reed,Moyer,Guardado,home
2002,140,KCR,Garcia,Sedlacek,,away
2002,141,KCR,Franklin,Asencio,,away
2002,142,KCR,Creek,Stein,,away
2002,143,TEX,Reyes,Halama,,away
2002,144,TEX,Rodriguez,Pineiro,Cordero,away
2002,145,TEX,Cordero,Rhodes,,away
2002,146,TEX,Park,Franklin,,away
2002,147,OAK,Zito,Valdez,,away
2002,148,OAK,Hudson,Moyer,,away
2002,149,OAK,Pineiro,Harang,Sasaki,away
2002,150,TEX,Hasegawa,Kolb,,home
2002,151,TEX,Rhodes,Rodriguez,,home
2002,152,TEX,Sasaki,Reyes,,home
2002,153,TEX,Powell,Hasegawa,,home
2002,154,ANA,Ortiz,Pineiro,,home
2002,155,ANA,Garcia,Lackey,Sasaki,home
2002,156,ANA,Franklin,Washburn,Nelson,home
2002,157,OAK,Hasegawa,Tam,Rhodes,home
2002,158,OAK,Rhodes,Mecir,Sasaki,home
2002,159,OAK,Koch,Hasegawa,,home
2002,160,ANA,Halama,Pote,,away
2002,161,ANA,Callaway,Franklin,,away
2002,162,ANA,Lukasiewicz,Valdez,Donnelly,away
2003,1,OAK,Hudson,Garcia,,away
2003,2,OAK,Zito,Moyer,,away
2003,3,OAK,Nelson,Rincon,,away
2003,4,TEX,Franklin,Cordero,Sasaki,away
2003,5,TEX,Lewis,Meche,Urbina,away
2003,6,TEX,Garcia,Park,,away
2003,7,ANA,Moyer,Ortiz,,home
2003,8,ANA,Appier,Pineiro,,home
2003,9,ANA,Washburn,Franklin,Percival,home
2003,10,TEX,Park,Garcia,Urbina,home
2003,11,TEX,Meche,Drese,,home
2003,12,TEX,Sasaki,Dickey,,home
2003,13,OAK,Pineiro,Mulder,Sasaki,home
2003,14,OAK,Rhodes,Bowie,Sasaki,home
2003,15,OAK,Hudson,Garcia,Foulke,home
2003,16,OAK,Nelson,Fikac,,home
2003,17,ANA,Moyer,Ortiz,,away
2003,18,ANA,Rodriguez,Sasaki,,away
2003,19,ANA,Hasegawa,Percival,Sasaki,away
2003,20,CLE,Carrara,Báez,,home
2003,21,CLE,Meche,Rodriguez,,home
2003,22,CLE,Moyer,Traber,Nelson,home
2003,23,DET,Pineiro,Maroth,,home
2003,24,DET,Walker,Franklin,Anderson,home
2003,25,DET,Garcia,Bernero,Nelson,home
2003,26,NYY,Meche,Clemens,,away
2003,27,NYY,Pettitte,Moyer,,away
2003,28,NYY,Mussina,Pineiro,Rivera,away
2003,29,CHW,Franklin,Loaiza,,away
2003,30,CHW,Garcia,Stewart,,away
2003,31,CHW,Meche,Colon,,away
2003,32,NYY,Moyer,Pettitte,,home
2003,33,NYY,Mussina,Pineiro,,home
2003,34,NYY,Wells,Garcia,,home
2003,35,CHW,Franklin,Wright,Nelson,home
2003,36,CHW,Colon,Meche,Marte,home
2003,37,CHW,Moyer,Buehrle,,home
2003,38,CLE,Pineiro,Anderson,,away
2003,39,CLE,Davis,Garcia,,away
2003,40,CLE,Carrara,Westbrook,,away
2003,41,DET,Meche,Bonderman,Sasaki,away
2003,42,DET,Moyer,Cornejo,Sasaki,away
2003,43,DET,Pineiro,Maroth,,away
2003,44,KCR,Nelson,Carrasco,,home
2003,45,KCR,George,Garcia,,home
2003,46,KCR,Meche,Affeldt,,home
2003,47,MIN,Moyer,Radke,Sasaki,home
2003,48,MIN,Lohse,Pineiro,,home
2003,49,MIN,Reed,Franklin,Guardado,home
2003,50,KCR,Garcia,George,,away
2003,51,KCR,Moyer,Affeldt,Sasaki,away
2003,52,MIN,Meche,Radke,,away
2003,53,MIN,Pineiro,Lohse,,away
2003,54,MIN,Franklin,Reed,Sasaki,away
2003,55,MIN,Garcia,Rogers,,away
2003,56,PHI,Moyer,Millwood,,away
2003,57,PHI,Meche,Padilla,,away
2003,58,PHI,Mateo,Mesa,Sasaki,away
2003,59,NYM,Seo,Franklin,Benitez,away
2003,60,NYM,Garcia,Leiter,,away
2003,61,NYM,Moyer,Bacsik,,away
2003,62,MON,Vazquez,Meche,Ayala,home
2003,63,MON,Hernández,Pineiro,Biddle,home
2003,64,MON,Franklin,Vargas,Rhodes,home
2003,65,ATL,Garcia,Ortiz,Nelson,home
2003,66,ATL,Hampton,Moyer,Smoltz,home
2003,67,ATL,Meche,Maddux,Nelson,home
2003,68,ANA,Pineiro,Lackey,Rhodes,home
2003,69,ANA,Franklin,Appier,,home
2003,70,ANA,Garcia,Sele,Rhodes,home
2003,71,ANA,Ortiz,Moyer,Percival,home
2003,72,SDP,Matthews,Nelson,,away
2003,73,SDP,Pineiro,Eaton,Hasegawa,away
2003,74,SDP,Peavy,Franklin,Beck,away
2003,75,ANA,Garcia,Sele,Nelson,away
2003,76,ANA,Ortiz,Moyer,Percival,away
2003,77,ANA,Meche,Washburn,Hasegawa,away
2003,78,SDP,Pineiro,Eaton,,home
2003,79,SDP,Peavy,Franklin,,home
2003,80,SDP,Beck,Rhodes,Witasick,home
2003,81,OAK,Moyer,Harang,Nelson,away
2003,82,OAK,Foulke,Nelson,,away
2003,83,OAK,Pineiro,Lilly,,away
2003,84,OAK,Zito,Franklin,Foulke,away
2003,85,TEX,Dickey,Garcia,Urbina,away
2003,86,TEX,Soriano,Urbina,Hasegawa,away
2003,87,TEX,Valdez,Meche,,away
2003,88,BAL,Pineiro,Johnson,Hasegawa,home
2003,89,BAL,Helling,Franklin,,home
2003,90,BAL,Ponson,Garcia,,home
2003,91,TBD,Moyer,Harper,Hasegawa,home
2003,92,TBD,Zambrano,Meche,Carter,home
