gm_number,season,team,date,month,day,weekday,start_time,day_night,weekend,attendance,away_home
48,2007,SEA,2007-05-29,5,29,Tuesday,2:08,N,0,38174,away
49,2007,SEA,2007-05-30,5,30,Wednesday,2:55,N,0,39288,away
50,2007,SEA,2007-05-31,5,31,Thursday,2:55,N,0,20137,home
51,2007,SEA,2007-06-01,6,1,Friday,3:38,N,0,34570,home
52,2007,SEA,2007-06-02,6,2,Saturday,3:10,N,0,41988,home
53,2007,SEA,2007-06-03,6,3,Sunday,2:47,D,0,36886,home
54,2007,SEA,2007-06-04,6,4,Monday,3:16,N,0,19090,home
55,2007,SEA,2007-06-05,6,5,Tuesday,3:09,N,0,19287,home
56,2007,SEA,2007-06-06,6,6,Wednesday,2:55,D,0,29010,home
57,2007,SEA,2007-06-08,6,8,Friday,3:11,N,0,44325,away
58,2007,SEA,2007-06-09,6,9,Saturday,2:57,N,0,37178,away
59,2007,SEA,2007-06-10,6,10,Sunday,2:46,D,0,35950,away
60,2007,SEA,2007-06-11,6,11,Monday,3:12,N,0,22325,away
61,2007,SEA,2007-06-12,6,12,Tuesday,4:06,N,0,40071,away
62,2007,SEA,2007-06-13,6,13,Wednesday,2:23,N,0,40163,away
63,2007,SEA,2007-06-14,6,14,Thursday,2:38,D,0,39846,away
64,2007,SEA,2007-06-15,6,15,Friday,2:32,N,0,37322,away
65,2007,SEA,2007-06-16,6,16,Saturday,2:34,N,0,41974,away
66,2007,SEA,2007-06-17,6,17,Sunday,2:58,D,0,42019,away
67,2007,SEA,2007-06-19,6,19,Tuesday,3:10,N,0,24520,home
68,2007,SEA,2007-06-20,6,20,Wednesday,2:07,N,0,23553,home
69,2007,SEA,2007-06-21,6,21,Thursday,2:17,N,0,22950,home
70,2007,SEA,2007-06-22,6,22,Friday,2:50,N,0,46340,home
71,2007,SEA,2007-06-23,6,23,Saturday,2:02,N,0,45939,home
72,2007,SEA,2007-06-24,6,24,Sunday,2:36,D,0,46064,home
73,2007,SEA,2007-06-25,6,25,Monday,3:21,N,0,33830,home
74,2007,SEA,2007-06-26,6,26,Tuesday,3:25,N,0,35045,home
75,2007,SEA,2007-06-27,6,27,Wednesday,3:46,D,0,43448,home
76,2007,SEA,2007-06-29,6,29,Friday,2:47,N,0,41862,home
77,2007,SEA,2007-06-30,6,30,Saturday,3:00,N,0,36102,home
78,2007,SEA,2007-07-01,7,1,Sunday,2:52,D,0,38778,home
79,2007,SEA,2007-07-02,7,2,Monday,3:20,N,0,13257,away
80,2007,SEA,2007-07-03,7,3,Tuesday,2:51,N,0,28140,away
81,2007,SEA,2007-07-04,7,4,Wednesday,2:23,N,0,27497,away
82,2007,SEA,2007-07-05,7,5,Thursday,2:06,N,0,15654,away
83,2007,SEA,2007-07-06,7,6,Friday,2:55,N,0,19158,away
84,2007,SEA,2007-07-07,7,7,Saturday,2:14,D,0,29225,away
85,2007,SEA,2007-07-08,7,8,Sunday,2:51,D,0,27059,away
86,2007,SEA,2007-07-12,7,12,Thursday,2:55,N,0,31994,home
87,2007,SEA,2007-07-13,7,13,Friday,2:42,N,0,37393,home
88,2007,SEA,2007-07-14,7,14,Saturday,2:38,N,0,38202,home
89,2007,SEA,2007-07-15,7,15,Sunday,3:14,D,0,39073,home
90,2007,SEA,2007-07-16,7,16,Monday,2:12,N,0,23128,home
91,2007,SEA,2007-07-17,7,17,Tuesday,2:54,N,0,22470,home
92,2007,SEA,2007-07-18,7,18,Wednesday,2:54,N,0,28550,home
93,2007,SEA,2007-07-20,7,20,Friday,2:45,N,0,27079,away
94,2007,SEA,2007-07-21,7,21,Saturday,2:06,D,0,28921,away
95,2007,SEA,2007-07-22,7,22,Sunday,2:07,D,0,29083,away
96,2007,SEA,2007-07-23,7,23,Monday,3:20,N,0,20584,away
97,2007,SEA,2007-07-24,7,24,Tuesday,2:21,D,0,NA,away
98,2007,SEA,2007-07-24,7,24,Tuesday,3:00,N,0,26842,away
99,2007,SEA,2007-07-25,7,25,Wednesday,3:16,N,0,34853,away
100,2007,SEA,2007-07-26,7,26,Thursday,2:53,N,0,34250,home
101,2007,SEA,2007-07-27,7,27,Friday,2:25,N,0,37643,home
102,2007,SEA,2007-07-28,7,28,Saturday,2:33,D,0,41260,home
103,2007,SEA,2007-07-29,7,29,Sunday,3:14,D,0,41961,home
104,2007,SEA,2007-07-30,7,30,Monday,2:28,N,0,31232,home
105,2007,SEA,2007-07-31,7,31,Tuesday,2:25,N,0,28903,home
106,2007,SEA,2007-08-01,8,1,Wednesday,3:51,N,0,34471,home
107,2007,SEA,2007-08-03,8,3,Friday,3:19,N,0,46235,home
108,2007,SEA,2007-08-04,8,4,Saturday,3:10,N,0,46313,home
109,2007,SEA,2007-08-05,8,5,Sunday,3:39,D,0,46377,home
110,2007,SEA,2007-08-07,8,7,Tuesday,3:38,N,0,25060,away
111,2007,SEA,2007-08-08,8,8,Wednesday,2:42,N,0,17511,away
112,2007,SEA,2007-08-09,8,9,Thursday,3:23,N,0,18679,away
113,2007,SEA,2007-08-10,8,10,Friday,2:36,N,0,38586,away
114,2007,SEA,2007-08-11,8,11,Saturday,3:01,N,0,38210,away
115,2007,SEA,2007-08-12,8,12,Sunday,2:13,D,0,36629,away
116,2007,SEA,2007-08-13,8,13,Monday,2:36,N,0,37902,home
117,2007,SEA,2007-08-14,8,14,Tuesday,2:46,N,0,33729,home
118,2007,SEA,2007-08-15,8,15,Wednesday,2:37,D,0,42921,home
119,2007,SEA,2007-08-17,8,17,Friday,2:50,N,0,46170,home
120,2007,SEA,2007-08-18,8,18,Saturday,2:31,N,0,41121,home
121,2007,SEA,2007-08-19,8,19,Sunday,2:54,D,0,45668,home
122,2007,SEA,2007-08-20,8,20,Monday,2:23,N,0,31755,away
123,2007,SEA,2007-08-21,8,21,Tuesday,2:49,N,0,42373,away
124,2007,SEA,2007-08-22,8,22,Wednesday,2:16,D,0,29881,away
125,2007,SEA,2007-08-23,8,23,Thursday,2:49,N,0,26963,away
126,2007,SEA,2007-08-24,8,24,Friday,2:39,N,0,32716,away
127,2007,SEA,2007-08-25,8,25,Saturday,2:47,N,0,47977,away
128,2007,SEA,2007-08-26,8,26,Sunday,2:30,N,0,25437,away
129,2007,SEA,2007-08-27,8,27,Monday,2:24,N,0,45998,home
130,2007,SEA,2007-08-28,8,28,Tuesday,3:12,N,0,44395,home
131,2007,SEA,2007-08-29,8,29,Wednesday,2:31,D,0,46047,home
132,2007,SEA,2007-08-30,8,30,Thursday,3:30,N,0,25949,away
133,2007,SEA,2007-08-31,8,31,Friday,3:01,N,0,34518,away
134,2007,SEA,2007-09-01,9,1,Saturday,2:35,D,0,30672,away
135,2007,SEA,2007-09-02,9,2,Sunday,2:41,D,0,32166,away
136,2007,SEA,2007-09-03,9,3,Monday,3:02,D,0,54522,away
137,2007,SEA,2007-09-04,9,4,Tuesday,3:13,N,0,52487,away
138,2007,SEA,2007-09-05,9,5,Wednesday,3:00,N,0,52538,away
139,2007,SEA,2007-09-07,9,7,Friday,2:13,N,0,39750,away
140,2007,SEA,2007-09-08,9,8,Saturday,3:01,N,0,42184,away
141,2007,SEA,2007-09-09,9,9,Sunday,3:17,D,0,39990,away
142,2007,SEA,2007-09-10,9,10,Monday,2:44,N,0,26698,home
143,2007,SEA,2007-09-11,9,11,Tuesday,3:11,N,0,26676,home
144,2007,SEA,2007-09-12,9,12,Wednesday,3:28,N,0,26194,home
145,2007,SEA,2007-09-13,9,13,Thursday,3:04,N,0,23991,home
146,2007,SEA,2007-09-14,9,14,Friday,2:28,N,0,30164,home
147,2007,SEA,2007-09-15,9,15,Saturday,3:07,N,0,33793,home
148,2007,SEA,2007-09-16,9,16,Sunday,3:06,D,0,36234,home
149,2007,SEA,2007-09-17,9,17,Monday,2:33,N,0,17228,away
150,2007,SEA,2007-09-18,9,18,Tuesday,2:38,N,0,18145,away
151,2007,SEA,2007-09-19,9,19,Wednesday,3:42,D,0,21171,away
152,2007,SEA,2007-09-20,9,20,Thursday,3:06,N,0,40016,away
153,2007,SEA,2007-09-21,9,21,Friday,2:26,N,0,44018,away
154,2007,SEA,2007-09-22,9,22,Saturday,2:54,D,0,43583,away
155,2007,SEA,2007-09-23,9,23,Sunday,2:59,D,0,44234,away
156,2007,SEA,2007-09-25,9,25,Tuesday,3:50,N,0,22200,home
157,2007,SEA,2007-09-26,9,26,Wednesday,2:52,D,0,NA,home
158,2007,SEA,2007-09-26,9,26,Wednesday,3:03,N,0,26801,home
159,2007,SEA,2007-09-27,9,27,Thursday,2:33,N,0,21285,home
160,2007,SEA,2007-09-28,9,28,Friday,3:08,N,0,31954,home
161,2007,SEA,2007-09-29,9,29,Saturday,2:34,N,0,26799,home
162,2007,SEA,2007-09-30,9,30,Sunday,1:57,D,0,30442,home
1,2008,SEA,2008-03-31,3,31,Monday,3:12,D,0,46334,home
2,2008,SEA,2008-04-01,4,1,Tuesday,3:17,N,0,25204,home
3,2008,SEA,2008-04-02,4,2,Wednesday,2:22,N,0,21349,home
4,2008,SEA,2008-04-04,4,4,Friday,3:07,N,0,14429,away
5,2008,SEA,2008-04-05,4,5,Saturday,3:08,N,0,24824,away
6,2008,SEA,2008-04-06,4,6,Sunday,2:23,D,0,19215,away
7,2008,SEA,2008-04-07,4,7,Monday,2:29,D,0,10774,away
8,2008,SEA,2008-04-08,4,8,Tuesday,3:29,N,0,36048,away
9,2008,SEA,2008-04-09,4,9,Wednesday,2:29,N,0,12106,away
10,2008,SEA,2008-04-10,4,10,Thursday,2:23,D,0,11898,away
11,2008,SEA,2008-04-11,4,11,Friday,3:03,N,0,28915,home
12,2008,SEA,2008-04-12,4,12,Saturday,2:36,N,0,34963,home
13,2008,SEA,2008-04-13,4,13,Sunday,3:10,D,0,30664,home
14,2008,SEA,2008-04-14,4,14,Monday,2:26,N,0,16751,home
15,2008,SEA,2008-04-15,4,15,Tuesday,3:25,D,0,17137,home
16,2008,SEA,2008-04-16,4,16,Wednesday,2:09,N,0,21126,away
17,2008,SEA,2008-04-17,4,17,Thursday,2:22,N,0,10164,away
18,2008,SEA,2008-04-18,4,18,Friday,2:21,N,0,43939,away
19,2008,SEA,2008-04-19,4,19,Saturday,2:11,N,0,43959,away
20,2008,SEA,2008-04-20,4,20,Sunday,2:57,D,0,43631,away
21,2008,SEA,2008-04-22,4,22,Tuesday,2:33,N,0,17780,home
22,2008,SEA,2008-04-23,4,23,Wednesday,2:30,N,0,16823,home
23,2008,SEA,2008-04-24,4,24,Thursday,3:09,N,0,16727,home
24,2008,SEA,2008-04-25,4,25,Friday,3:14,N,0,40845,home
25,2008,SEA,2008-04-26,4,26,Saturday,2:56,N,0,37563,home
26,2008,SEA,2008-04-27,4,27,Sunday,2:34,D,0,32612,home
27,2008,SEA,2008-04-29,4,29,Tuesday,3:14,N,0,13827,away
28,2008,SEA,2008-04-30,4,30,Wednesday,2:49,N,0,15279,away
29,2008,SEA,2008-05-01,5,1,Thursday,3:34,N,0,15722,away
30,2008,SEA,2008-05-02,5,2,Friday,2:57,N,0,52199,away
31,2008,SEA,2008-05-03,5,3,Saturday,2:51,D,0,52810,away
32,2008,SEA,2008-05-04,5,4,Sunday,2:51,D,0,53542,away
33,2008,SEA,2008-05-05,5,5,Monday,2:20,N,0,16637,home
34,2008,SEA,2008-05-06,5,6,Tuesday,2:48,N,0,15818,home
35,2008,SEA,2008-05-07,5,7,Wednesday,3:00,N,0,17173,home
36,2008,SEA,2008-05-08,5,8,Thursday,3:03,N,0,22922,home
37,2008,SEA,2008-05-09,5,9,Friday,2:23,N,0,27169,home
38,2008,SEA,2008-05-10,5,10,Saturday,2:58,N,0,33078,home
39,2008,SEA,2008-05-11,5,11,Sunday,3:03,D,0,30346,home
40,2008,SEA,2008-05-12,5,12,Monday,4:09,N,0,18509,away
41,2008,SEA,2008-05-13,5,13,Tuesday,2:53,N,0,15766,away
42,2008,SEA,2008-05-14,5,14,Wednesday,3:45,D,0,22934,away
43,2008,SEA,2008-05-16,5,16,Friday,2:59,N,0,35586,home
44,2008,SEA,2008-05-17,5,17,Saturday,2:18,N,0,32290,home
45,2008,SEA,2008-05-18,5,18,Sunday,2:25,D,0,35483,home
46,2008,SEA,2008-05-20,5,20,Tuesday,2:49,N,0,39463,away
47,2008,SEA,2008-05-21,5,21,Wednesday,2:39,N,0,36495,away
48,2008,SEA,2008-05-22,5,22,Thursday,2:44,D,0,40166,away
49,2008,SEA,2008-05-23,5,23,Friday,2:58,N,0,52005,away
50,2008,SEA,2008-05-24,5,24,Saturday,3:10,D,0,53512,away
51,2008,SEA,2008-05-25,5,25,Sunday,3:10,D,0,54269,away
52,2008,SEA,2008-05-26,5,26,Monday,2:30,N,0,35818,home
53,2008,SEA,2008-05-27,5,27,Tuesday,3:00,N,0,30758,home
54,2008,SEA,2008-05-28,5,28,Wednesday,2:11,N,0,30752,home
55,2008,SEA,2008-05-30,5,30,Friday,2:35,N,0,34019,home
56,2008,SEA,2008-05-31,5,31,Saturday,2:28,D,0,33441,home
57,2008,SEA,2008-06-01,6,1,Sunday,3:07,D,0,38610,home
58,2008,SEA,2008-06-02,6,2,Monday,2:27,N,0,22110,home
59,2008,SEA,2008-06-03,6,3,Tuesday,2:35,N,0,23534,home
60,2008,SEA,2008-06-04,6,4,Wednesday,2:33,D,0,32774,home
61,2008,SEA,2008-06-06,6,6,Friday,2:38,N,0,37757,away
62,2008,SEA,2008-06-07,6,7,Saturday,2:45,D,0,37443,away
63,2008,SEA,2008-06-08,6,8,Sunday,2:46,D,0,37198,away
64,2008,SEA,2008-06-09,6,9,Monday,3:21,N,0,20073,away
65,2008,SEA,2008-06-10,6,10,Tuesday,2:02,N,0,36170,away
66,2008,SEA,2008-06-11,6,11,Wednesday,2:34,D,0,35702,away
67,2008,SEA,2008-06-13,6,13,Friday,3:01,N,0,35941,home
68,2008,SEA,2008-06-14,6,14,Saturday,2:49,N,0,32145,home
69,2008,SEA,2008-06-15,6,15,Sunday,2:52,D,0,38548,home
70,2008,SEA,2008-06-16,6,16,Monday,2:42,N,0,21609,home
71,2008,SEA,2008-06-17,6,17,Tuesday,2:36,N,0,20214,home
72,2008,SEA,2008-06-18,6,18,Wednesday,3:03,N,0,24163,home
73,2008,SEA,2008-06-20,6,20,Friday,2:53,N,0,40268,away
74,2008,SEA,2008-06-21,6,21,Saturday,3:10,N,0,47158,away
75,2008,SEA,2008-06-22,6,22,Sunday,2:25,D,0,30965,away
76,2008,SEA,2008-06-23,6,23,Monday,2:39,N,0,49789,away
77,2008,SEA,2008-06-24,6,24,Tuesday,2:45,N,0,49386,away
78,2008,SEA,2008-06-25,6,25,Wednesday,2:25,N,0,52154,away
79,2008,SEA,2008-06-27,6,27,Friday,3:08,N,0,28640,away
80,2008,SEA,2008-06-28,6,28,Saturday,2:19,N,0,36396,away
81,2008,SEA,2008-06-29,6,29,Sunday,2:49,D,0,29966,away
82,2008,SEA,2008-06-30,6,30,Monday,2:25,N,0,30179,home
83,2008,SEA,2008-07-01,7,1,Tuesday,3:05,N,0,24586,home
84,2008,SEA,2008-07-02,7,2,Wednesday,2:25,N,0,23283,home
85,2008,SEA,2008-07-03,7,3,Thursday,2:52,N,0,22523,home
86,2008,SEA,2008-07-04,7,4,Friday,2:43,D,0,30564,home
87,2008,SEA,2008-07-05,7,5,Saturday,2:36,N,0,30373,home
88,2008,SEA,2008-07-06,7,6,Sunday,4:12,D,0,29083,home
89,2008,SEA,2008-07-07,7,7,Monday,2:23,N,0,11129,away
90,2008,SEA,2008-07-08,7,8,Tuesday,1:49,N,0,12543,away
91,2008,SEA,2008-07-09,7,9,Wednesday,2:42,N,0,21128,away
92,2008,SEA,2008-07-10,7,10,Thursday,3:25,D,0,15187,away
93,2008,SEA,2008-07-11,7,11,Friday,2:14,N,0,25345,away
94,2008,SEA,2008-07-12,7,12,Saturday,2:31,N,0,23792,away
95,2008,SEA,2008-07-13,7,13,Sunday,2:34,D,0,21421,away
96,2008,SEA,2008-07-18,7,18,Friday,2:39,N,0,42570,home
97,2008,SEA,2008-07-19,7,19,Saturday,3:04,D,0,37869,home
98,2008,SEA,2008-07-20,7,20,Sunday,2:37,D,0,32230,home
99,2008,SEA,2008-07-21,7,21,Monday,2:57,N,0,37861,home
100,2008,SEA,2008-07-22,7,22,Tuesday,2:48,N,0,38425,home
101,2008,SEA,2008-07-23,7,23,Wednesday,4:01,D,0,43231,home
102,2008,SEA,2008-07-25,7,25,Friday,3:32,N,0,28463,away
103,2008,SEA,2008-07-26,7,26,Saturday,2:26,D,0,33041,away
104,2008,SEA,2008-07-27,7,27,Sunday,2:28,D,0,33367,away
105,2008,SEA,2008-07-28,7,28,Monday,2:55,N,0,21742,away
106,2008,SEA,2008-07-29,7,29,Tuesday,3:11,N,0,17618,away
107,2008,SEA,2008-07-30,7,30,Wednesday,3:04,N,0,23894,away
108,2008,SEA,2008-07-31,7,31,Thursday,2:48,N,0,17839,away
109,2008,SEA,2008-08-01,8,1,Friday,2:52,N,0,28114,home
110,2008,SEA,2008-08-02,8,2,Saturday,2:28,N,0,30502,home
111,2008,SEA,2008-08-03,8,3,Sunday,2:39,D,0,33334,home
112,2008,SEA,2008-08-04,8,4,Monday,3:01,N,0,27758,home
113,2008,SEA,2008-08-05,8,5,Tuesday,3:14,N,0,26083,home
114,2008,SEA,2008-08-06,8,6,Wednesday,2:50,D,0,30441,home
115,2008,SEA,2008-08-07,8,7,Thursday,2:09,N,0,25423,home
116,2008,SEA,2008-08-08,8,8,Friday,2:29,N,0,30220,home
117,2008,SEA,2008-08-09,8,9,Saturday,4:26,N,0,27905,home
118,2008,SEA,2008-08-10,8,10,Sunday,2:55,D,0,30336,home
119,2008,SEA,2008-08-12,8,12,Tuesday,2:30,N,0,42086,away
120,2008,SEA,2008-08-13,8,13,Wednesday,3:27,N,0,42754,away
121,2008,SEA,2008-08-15,8,15,Friday,2:28,N,0,32208,away
122,2008,SEA,2008-08-16,8,16,Saturday,3:06,D,0,36316,away
123,2008,SEA,2008-08-17,8,17,Sunday,3:21,D,0,35478,away
124,2008,SEA,2008-08-18,8,18,Monday,2:43,N,0,39002,away
125,2008,SEA,2008-08-19,8,19,Tuesday,2:36,N,0,26414,away
126,2008,SEA,2008-08-20,8,20,Wednesday,2:30,D,0,27000,away
127,2008,SEA,2008-08-21,8,21,Thursday,2:40,N,0,25611,home
128,2008,SEA,2008-08-22,8,22,Friday,2:44,N,0,26603,home
129,2008,SEA,2008-08-23,8,23,Saturday,2:32,N,0,34145,home
130,2008,SEA,2008-08-24,8,24,Sunday,2:36,D,0,28731,home
131,2008,SEA,2008-08-25,8,25,Monday,3:14,N,0,23277,home
132,2008,SEA,2008-08-26,8,26,Tuesday,2:31,N,0,26292,home
133,2008,SEA,2008-08-27,8,27,Wednesday,2:40,D,0,23581,home
134,2008,SEA,2008-08-29,8,29,Friday,3:05,N,0,26047,away
135,2008,SEA,2008-08-30,8,30,Saturday,3:15,D,0,33387,away
136,2008,SEA,2008-08-31,8,31,Sunday,3:06,D,0,35376,away
137,2008,SEA,2008-09-01,9,1,Monday,2:59,N,0,16171,away
138,2008,SEA,2008-09-02,9,2,Tuesday,2:35,N,0,14521,away
139,2008,SEA,2008-09-03,9,3,Wednesday,2:11,D,0,12882,away
140,2008,SEA,2008-09-05,9,5,Friday,2:22,N,0,39518,home
141,2008,SEA,2008-09-06,9,6,Saturday,2:37,N,0,44473,home
142,2008,SEA,2008-09-07,9,7,Sunday,2:32,D,0,42677,home
143,2008,SEA,2008-09-09,9,9,Tuesday,3:08,N,0,22704,home
144,2008,SEA,2008-09-10,9,10,Wednesday,3:11,D,0,23644,home
145,2008,SEA,2008-09-11,9,11,Thursday,3:01,N,0,38205,away
146,2008,SEA,2008-09-12,9,12,Friday,2:29,N,0,43743,away
147,2008,SEA,2008-09-13,9,13,Saturday,2:48,N,0,43757,away
148,2008,SEA,2008-09-14,9,14,Sunday,2:22,D,0,41528,away
149,2008,SEA,2008-09-15,9,15,Monday,2:15,N,0,10307,away
150,2008,SEA,2008-09-16,9,16,Tuesday,2:31,N,0,19135,away
151,2008,SEA,2008-09-17,9,17,Wednesday,2:39,N,0,13382,away
152,2008,SEA,2008-09-18,9,18,Thursday,2:36,D,0,14144,away
153,2008,SEA,2008-09-19,9,19,Friday,2:05,N,0,30149,away
154,2008,SEA,2008-09-20,9,20,Saturday,2:45,D,0,18756,away
155,2008,SEA,2008-09-21,9,21,Sunday,2:22,D,0,18707,away
156,2008,SEA,2008-09-22,9,22,Monday,2:20,N,0,19717,home
157,2008,SEA,2008-09-23,9,23,Tuesday,2:51,N,0,19065,home
158,2008,SEA,2008-09-24,9,24,Wednesday,3:02,N,0,19015,home
159,2008,SEA,2008-09-25,9,25,Thursday,2:58,N,0,16939,home
160,2008,SEA,2008-09-26,9,26,Friday,2:51,N,0,24662,home
161,2008,SEA,2008-09-27,9,27,Saturday,2:20,D,0,24440,home
162,2008,SEA,2008-09-28,9,28,Sunday,2:41,D,0,27110,home
1,2009,SEA,2009-04-06,4,6,Monday,2:21,N,0,48514,away
2,2009,SEA,2009-04-07,4,7,Tuesday,2:49,N,0,23755,away
3,2009,SEA,2009-04-08,4,8,Wednesday,2:34,N,0,22270,away
4,2009,SEA,2009-04-09,4,9,Thursday,2:11,D,0,20105,away
5,2009,SEA,2009-04-10,4,10,Friday,2:56,N,0,36067,away
6,2009,SEA,2009-04-11,4,11,Saturday,2:57,D,0,19560,away
7,2009,SEA,2009-04-12,4,12,Sunday,2:25,D,0,12127,away
8,2009,SEA,2009-04-14,4,14,Tuesday,2:53,D,0,45958,home
9,2009,SEA,2009-04-15,4,15,Wednesday,2:55,N,0,18516,home
10,2009,SEA,2009-04-16,4,16,Thursday,2:40,N,0,18528,home
11,2009,SEA,2009-04-17,4,17,Friday,2:26,N,0,35824,home
12,2009,SEA,2009-04-18,4,18,Saturday,2:38,N,0,31966,home
13,2009,SEA,2009-04-19,4,19,Sunday,2:41,D,0,30450,home
14,2009,SEA,2009-04-21,4,21,Tuesday,2:23,N,0,19582,home
15,2009,SEA,2009-04-22,4,22,Wednesday,3:20,N,0,16476,home
16,2009,SEA,2009-04-23,4,23,Thursday,2:22,D,0,17639,home
17,2009,SEA,2009-04-24,4,24,Friday,2:59,N,0,43083,away
18,2009,SEA,2009-04-25,4,25,Saturday,3:04,N,0,43542,away
19,2009,SEA,2009-04-26,4,26,Sunday,2:43,D,0,43057,away
20,2009,SEA,2009-04-28,4,28,Tuesday,1:52,D,0,NA,away
21,2009,SEA,2009-04-28,4,28,Tuesday,2:32,N,0,25042,away
22,2009,SEA,2009-04-29,4,29,Wednesday,3:10,D,0,18023,away
23,2009,SEA,2009-05-01,5,1,Friday,2:59,N,0,25760,home
24,2009,SEA,2009-05-02,5,2,Saturday,2:43,N,0,29484,home
25,2009,SEA,2009-05-03,5,3,Sunday,5:02,D,0,29963,home
26,2009,SEA,2009-05-04,5,4,Monday,2:28,N,0,16421,home
27,2009,SEA,2009-05-05,5,5,Tuesday,3:12,D,0,19810,home
28,2009,SEA,2009-05-06,5,6,Wednesday,2:37,N,0,15324,away
29,2009,SEA,2009-05-07,5,7,Thursday,2:33,D,0,32714,away
30,2009,SEA,2009-05-08,5,8,Friday,2:47,N,0,29714,away
31,2009,SEA,2009-05-09,5,9,Saturday,2:56,N,0,29552,away
32,2009,SEA,2009-05-10,5,10,Sunday,3:19,D,0,25555,away
33,2009,SEA,2009-05-12,5,12,Tuesday,2:50,N,0,16564,away
34,2009,SEA,2009-05-13,5,13,Wednesday,3:29,N,0,25865,away
35,2009,SEA,2009-05-14,5,14,Thursday,2:10,D,0,21002,away
36,2009,SEA,2009-05-15,5,15,Friday,3:03,N,0,34952,home
37,2009,SEA,2009-05-16,5,16,Saturday,2:54,N,0,42589,home
38,2009,SEA,2009-05-17,5,17,Sunday,3:03,D,0,40833,home
39,2009,SEA,2009-05-18,5,18,Monday,3:04,N,0,17340,home
40,2009,SEA,2009-05-19,5,19,Tuesday,2:53,N,0,16002,home
41,2009,SEA,2009-05-20,5,20,Wednesday,2:25,N,0,18580,home
42,2009,SEA,2009-05-21,5,21,Thursday,2:46,N,0,18468,home
43,2009,SEA,2009-05-22,5,22,Friday,3:55,N,0,38520,home
44,2009,SEA,2009-05-23,5,23,Saturday,2:41,N,0,33348,home
45,2009,SEA,2009-05-24,5,24,Sunday,2:15,D,0,36616,home
46,2009,SEA,2009-05-25,5,25,Monday,2:48,D,0,15280,away
47,2009,SEA,2009-05-26,5,26,Tuesday,2:27,N,0,10371,away
48,2009,SEA,2009-05-27,5,27,Wednesday,2:37,D,0,30012,away
49,2009,SEA,2009-05-29,5,29,Friday,2:28,N,0,38492,away
50,2009,SEA,2009-05-30,5,30,Saturday,3:11,N,0,39329,away
51,2009,SEA,2009-05-31,5,31,Sunday,2:56,D,0,38632,away
52,2009,SEA,2009-06-01,6,1,Monday,2:13,N,0,16979,home
53,2009,SEA,2009-06-02,6,2,Tuesday,2:54,N,0,17978,home
54,2009,SEA,2009-06-03,6,3,Wednesday,2:28,N,0,18650,home
55,2009,SEA,2009-06-05,6,5,Friday,3:06,N,0,35808,home
56,2009,SEA,2009-06-06,6,6,Saturday,2:47,D,0,30600,home
57,2009,SEA,2009-06-07,6,7,Sunday,3:32,D,0,37714,home
58,2009,SEA,2009-06-09,6,9,Tuesday,2:19,N,0,17358,away
59,2009,SEA,2009-06-10,6,10,Wednesday,2:25,N,0,12770,away
60,2009,SEA,2009-06-11,6,11,Thursday,2:53,N,0,12260,away
61,2009,SEA,2009-06-12,6,12,Friday,2:28,N,0,30365,away
62,2009,SEA,2009-06-13,6,13,Saturday,2:59,N,0,31101,away
63,2009,SEA,2009-06-14,6,14,Sunday,2:35,D,0,38614,away
64,2009,SEA,2009-06-16,6,16,Tuesday,2:14,N,0,17040,away
65,2009,SEA,2009-06-17,6,17,Wednesday,2:37,N,0,20224,away
66,2009,SEA,2009-06-18,6,18,Thursday,3:06,D,0,25146,away
67,2009,SEA,2009-06-19,6,19,Friday,2:44,N,0,27319,home
68,2009,SEA,2009-06-20,6,20,Saturday,2:35,N,0,29525,home
69,2009,SEA,2009-06-21,6,21,Sunday,3:09,D,0,37251,home
70,2009,SEA,2009-06-23,6,23,Tuesday,2:52,N,0,23537,home
71,2009,SEA,2009-06-24,6,24,Wednesday,2:44,N,0,22988,home
72,2009,SEA,2009-06-25,6,25,Thursday,2:59,D,0,27968,home
73,2009,SEA,2009-06-26,6,26,Friday,2:39,N,0,50752,away
74,2009,SEA,2009-06-27,6,27,Saturday,2:48,N,0,50847,away
75,2009,SEA,2009-06-28,6,28,Sunday,2:49,D,0,49355,away
76,2009,SEA,2009-06-30,6,30,Tuesday,3:16,N,0,46181,away
77,2009,SEA,2009-07-01,7,1,Wednesday,2:17,N,0,45285,away
78,2009,SEA,2009-07-02,7,2,Thursday,3:04,N,0,46142,away
79,2009,SEA,2009-07-03,7,3,Friday,3:09,N,0,38078,away
80,2009,SEA,2009-07-04,7,4,Saturday,3:06,D,0,37656,away
81,2009,SEA,2009-07-05,7,5,Sunday,2:57,D,0,37691,away
82,2009,SEA,2009-07-06,7,6,Monday,2:09,N,0,24018,home
83,2009,SEA,2009-07-07,7,7,Tuesday,3:01,N,0,19340,home
84,2009,SEA,2009-07-08,7,8,Wednesday,3:03,D,0,27040,home
85,2009,SEA,2009-07-09,7,9,Thursday,2:19,N,0,24823,home
86,2009,SEA,2009-07-10,7,10,Friday,2:41,N,0,34874,home
87,2009,SEA,2009-07-11,7,11,Saturday,2:33,N,0,30698,home
88,2009,SEA,2009-07-12,7,12,Sunday,2:51,D,0,33220,home
89,2009,SEA,2009-07-16,7,16,Thursday,2:35,N,0,22371,away
