gm_number,season,team,date,month,day,weekday,start_time,day_night,weekend,attendance,away_home
6,2005,SEA,2005-04-10,4,10,Sunday,3:07,D,0,30434,home
7,2005,SEA,2005-04-11,4,11,Monday,2:28,D,0,41788,away
8,2005,SEA,2005-04-13,4,13,Wednesday,2:40,D,0,10577,away
9,2005,SEA,2005-04-14,4,14,Thursday,2:56,D,0,10212,away
10,2005,SEA,2005-04-15,4,15,Friday,2:39,N,0,16749,away
11,2005,SEA,2005-04-16,4,16,Saturday,1:39,D,0,25931,away
12,2005,SEA,2005-04-17,4,17,Sunday,2:52,D,0,23324,away
13,2005,SEA,2005-04-18,4,18,Monday,2:36,N,0,39638,away
14,2005,SEA,2005-04-19,4,19,Tuesday,3:11,D,0,38667,away
15,2005,SEA,2005-04-20,4,20,Wednesday,2:48,N,0,24841,home
16,2005,SEA,2005-04-21,4,21,Thursday,2:29,N,0,22428,home
17,2005,SEA,2005-04-22,4,22,Friday,2:39,N,0,43207,home
18,2005,SEA,2005-04-23,4,23,Saturday,3:02,N,0,33564,home
19,2005,SEA,2005-04-24,4,24,Sunday,2:25,D,0,32889,home
20,2005,SEA,2005-04-26,4,26,Tuesday,2:38,N,0,23064,away
21,2005,SEA,2005-04-27,4,27,Wednesday,2:38,N,0,26308,away
22,2005,SEA,2005-04-28,4,28,Thursday,2:18,N,0,23928,away
23,2005,SEA,2005-04-29,4,29,Friday,2:59,N,0,18545,away
24,2005,SEA,2005-04-30,4,30,Saturday,3:42,D,0,23288,away
25,2005,SEA,2005-05-01,5,1,Sunday,2:10,D,0,30634,away
26,2005,SEA,2005-05-02,5,2,Monday,2:39,N,0,24184,home
27,2005,SEA,2005-05-03,5,3,Tuesday,2:22,N,0,29917,home
28,2005,SEA,2005-05-04,5,4,Wednesday,3:02,D,0,26303,home
29,2005,SEA,2005-05-06,5,6,Friday,3:05,N,0,35229,away
30,2005,SEA,2005-05-08,5,8,Sunday,2:33,D,0,34848,away
31,2005,SEA,2005-05-08,5,8,Sunday,3:04,N,0,34671,away
32,2005,SEA,2005-05-09,5,9,Monday,2:37,N,0,38079,away
33,2005,SEA,2005-05-10,5,10,Tuesday,3:00,N,0,39780,away
34,2005,SEA,2005-05-11,5,11,Wednesday,3:26,D,0,47844,away
35,2005,SEA,2005-05-13,5,13,Friday,3:18,N,0,44534,home
36,2005,SEA,2005-05-14,5,14,Saturday,3:15,N,0,46229,home
37,2005,SEA,2005-05-15,5,15,Sunday,2:37,D,0,46145,home
38,2005,SEA,2005-05-16,5,16,Monday,3:13,N,0,37814,home
39,2005,SEA,2005-05-17,5,17,Tuesday,2:36,N,0,35549,home
40,2005,SEA,2005-05-18,5,18,Wednesday,3:21,N,0,37419,home
41,2005,SEA,2005-05-20,5,20,Friday,2:47,N,0,38400,home
42,2005,SEA,2005-05-21,5,21,Saturday,2:34,N,0,37286,home
43,2005,SEA,2005-05-22,5,22,Sunday,2:14,D,0,41017,home
44,2005,SEA,2005-05-24,5,24,Tuesday,3:15,N,0,19839,away
45,2005,SEA,2005-05-25,5,25,Wednesday,1:55,N,0,18820,away
46,2005,SEA,2005-05-26,5,26,Thursday,2:26,N,0,22166,away
47,2005,SEA,2005-05-27,5,27,Friday,3:13,N,0,10130,away
48,2005,SEA,2005-05-28,5,28,Saturday,2:14,N,0,13281,away
49,2005,SEA,2005-05-29,5,29,Sunday,2:50,D,0,13851,away
50,2005,SEA,2005-05-30,5,30,Monday,2:49,N,0,25540,home
51,2005,SEA,2005-05-31,5,31,Tuesday,2:53,N,0,25737,home
52,2005,SEA,2005-06-01,6,1,Wednesday,2:43,N,0,24815,home
53,2005,SEA,2005-06-03,6,3,Friday,3:00,N,0,35344,home
54,2005,SEA,2005-06-04,6,4,Saturday,2:59,N,0,32742,home
55,2005,SEA,2005-06-05,6,5,Sunday,2:59,D,0,40004,home
56,2005,SEA,2005-06-07,6,7,Tuesday,2:57,N,0,20519,away
57,2005,SEA,2005-06-08,6,8,Wednesday,2:49,N,0,19313,away
58,2005,SEA,2005-06-09,6,9,Thursday,2:17,N,0,16069,away
59,2005,SEA,2005-06-10,6,10,Friday,3:11,N,0,28707,away
60,2005,SEA,2005-06-11,6,11,Saturday,2:54,N,0,39108,away
61,2005,SEA,2005-06-12,6,12,Sunday,3:16,D,0,37170,away
62,2005,SEA,2005-06-14,6,14,Tuesday,2:04,N,0,26818,home
63,2005,SEA,2005-06-15,6,15,Wednesday,2:50,N,0,26019,home
64,2005,SEA,2005-06-16,6,16,Thursday,3:57,N,0,27162,home
65,2005,SEA,2005-06-17,6,17,Friday,2:36,N,0,37443,home
66,2005,SEA,2005-06-18,6,18,Saturday,2:30,N,0,45841,home
67,2005,SEA,2005-06-19,6,19,Sunday,3:09,D,0,45785,home
68,2005,SEA,2005-06-20,6,20,Monday,2:50,N,0,27263,home
69,2005,SEA,2005-06-21,6,21,Tuesday,2:27,N,0,31673,home
70,2005,SEA,2005-06-22,6,22,Wednesday,3:59,N,0,28829,home
71,2005,SEA,2005-06-23,6,23,Thursday,2:24,D,0,37549,home
72,2005,SEA,2005-06-24,6,24,Friday,3:01,N,0,35942,away
73,2005,SEA,2005-06-25,6,25,Saturday,2:36,D,0,33926,away
74,2005,SEA,2005-06-26,6,26,Sunday,2:12,D,0,39098,away
75,2005,SEA,2005-06-28,6,28,Tuesday,2:38,N,0,14384,away
76,2005,SEA,2005-06-29,6,29,Wednesday,2:09,N,0,25177,away
77,2005,SEA,2005-06-30,6,30,Thursday,2:43,D,0,19583,away
78,2005,SEA,2005-07-01,7,1,Friday,2:25,N,0,37270,home
79,2005,SEA,2005-07-02,7,2,Saturday,3:13,D,0,34209,home
80,2005,SEA,2005-07-03,7,3,Sunday,2:19,D,0,34397,home
81,2005,SEA,2005-07-04,7,4,Monday,2:23,N,0,23562,away
82,2005,SEA,2005-07-05,7,5,Tuesday,2:58,N,0,10658,away
83,2005,SEA,2005-07-06,7,6,Wednesday,3:05,N,0,12206,away
84,2005,SEA,2005-07-07,7,7,Thursday,2:20,N,0,43747,away
85,2005,SEA,2005-07-08,7,8,Friday,3:14,N,0,43853,away
86,2005,SEA,2005-07-09,7,9,Saturday,2:43,N,0,44012,away
87,2005,SEA,2005-07-10,7,10,Sunday,3:09,D,0,41657,away
88,2005,SEA,2005-07-14,7,14,Thursday,2:33,N,0,36316,home
89,2005,SEA,2005-07-15,7,15,Friday,3:03,N,0,39044,home
90,2005,SEA,2005-07-16,7,16,Saturday,2:39,N,0,39282,home
91,2005,SEA,2005-07-17,7,17,Sunday,2:42,D,0,41215,home
92,2005,SEA,2005-07-19,7,19,Tuesday,3:26,N,0,20516,away
93,2005,SEA,2005-07-20,7,20,Wednesday,2:40,N,0,28801,away
94,2005,SEA,2005-07-21,7,21,Thursday,2:33,D,0,26837,away
95,2005,SEA,2005-07-22,7,22,Friday,2:54,N,0,27208,away
96,2005,SEA,2005-07-23,7,23,Saturday,2:36,D,0,28498,away
97,2005,SEA,2005-07-24,7,24,Sunday,2:46,D,0,22863,away
98,2005,SEA,2005-07-25,7,25,Monday,2:47,N,0,27102,home
99,2005,SEA,2005-07-26,7,26,Tuesday,2:57,N,0,30644,home
100,2005,SEA,2005-07-27,7,27,Wednesday,2:46,N,0,29323,home
101,2005,SEA,2005-07-28,7,28,Thursday,2:55,N,0,28500,home
102,2005,SEA,2005-07-29,7,29,Friday,3:15,N,0,32966,home
103,2005,SEA,2005-07-30,7,30,Saturday,2:40,D,0,37719,home
104,2005,SEA,2005-07-31,7,31,Sunday,3:12,D,0,33652,home
105,2005,SEA,2005-08-02,8,2,Tuesday,2:39,N,0,30306,away
106,2005,SEA,2005-08-03,8,3,Wednesday,2:58,N,0,26760,away
107,2005,SEA,2005-08-04,8,4,Thursday,2:30,D,0,28148,away
108,2005,SEA,2005-08-05,8,5,Friday,2:37,N,0,39165,away
109,2005,SEA,2005-08-06,8,6,Saturday,2:19,N,0,37529,away
110,2005,SEA,2005-08-07,8,7,Sunday,2:29,D,0,35706,away
111,2005,SEA,2005-08-08,8,8,Monday,2:29,N,0,35401,home
112,2005,SEA,2005-08-09,8,9,Tuesday,2:01,N,0,34213,home
113,2005,SEA,2005-08-10,8,10,Wednesday,4:27,N,0,35801,home
114,2005,SEA,2005-08-12,8,12,Friday,3:02,N,0,37585,home
115,2005,SEA,2005-08-13,8,13,Saturday,2:45,D,0,42500,home
116,2005,SEA,2005-08-14,8,14,Sunday,3:27,D,0,38468,home
117,2005,SEA,2005-08-15,8,15,Monday,2:37,N,0,31908,home
118,2005,SEA,2005-08-16,8,16,Tuesday,2:24,N,0,31425,home
119,2005,SEA,2005-08-17,8,17,Wednesday,2:56,D,0,35224,home
120,2005,SEA,2005-08-18,8,18,Thursday,2:48,N,0,22230,away
121,2005,SEA,2005-08-19,8,19,Friday,2:40,N,0,24795,away
122,2005,SEA,2005-08-20,8,20,Saturday,2:42,N,0,33334,away
123,2005,SEA,2005-08-21,8,21,Sunday,2:34,D,0,33405,away
124,2005,SEA,2005-08-23,8,23,Tuesday,3:11,N,0,25653,away
125,2005,SEA,2005-08-24,8,24,Wednesday,2:30,N,0,28612,away
126,2005,SEA,2005-08-25,8,25,Thursday,2:32,D,0,19112,away
127,2005,SEA,2005-08-26,8,26,Friday,3:36,N,0,40431,home
128,2005,SEA,2005-08-27,8,27,Saturday,2:53,N,0,37326,home
129,2005,SEA,2005-08-28,8,28,Sunday,2:39,D,0,36868,home
130,2005,SEA,2005-08-29,8,29,Monday,3:12,N,0,41731,home
131,2005,SEA,2005-08-30,8,30,Tuesday,3:03,N,0,37773,home
132,2005,SEA,2005-08-31,8,31,Wednesday,2:33,N,0,46240,home
133,2005,SEA,2005-09-01,9,1,Thursday,2:50,D,0,39986,home
134,2005,SEA,2005-09-02,9,2,Friday,2:19,N,0,42604,away
135,2005,SEA,2005-09-03,9,3,Saturday,3:10,N,0,43819,away
136,2005,SEA,2005-09-04,9,4,Sunday,3:04,D,0,43757,away
137,2005,SEA,2005-09-05,9,5,Monday,2:38,D,0,22262,away
138,2005,SEA,2005-09-06,9,6,Tuesday,2:18,N,0,24012,away
139,2005,SEA,2005-09-07,9,7,Wednesday,3:16,D,0,14609,away
140,2005,SEA,2005-09-09,9,9,Friday,2:54,N,0,27429,home
141,2005,SEA,2005-09-10,9,10,Saturday,2:54,N,0,30408,home
142,2005,SEA,2005-09-11,9,11,Sunday,2:41,D,0,30212,home
143,2005,SEA,2005-09-12,9,12,Monday,2:28,N,0,27952,home
144,2005,SEA,2005-09-13,9,13,Tuesday,2:13,N,0,28813,home
145,2005,SEA,2005-09-14,9,14,Wednesday,3:27,D,0,23397,home
146,2005,SEA,2005-09-15,9,15,Thursday,2:57,N,0,23679,away
147,2005,SEA,2005-09-16,9,16,Friday,2:56,N,0,25567,away
148,2005,SEA,2005-09-17,9,17,Saturday,2:58,N,0,41983,away
149,2005,SEA,2005-09-18,9,18,Sunday,2:49,D,0,26532,away
150,2005,SEA,2005-09-19,9,19,Monday,2:51,N,0,18762,away
151,2005,SEA,2005-09-20,9,20,Tuesday,2:32,N,0,19002,away
152,2005,SEA,2005-09-21,9,21,Wednesday,2:39,N,0,21469,away
153,2005,SEA,2005-09-22,9,22,Thursday,2:40,N,0,23118,away
154,2005,SEA,2005-09-23,9,23,Friday,2:50,N,0,23972,away
155,2005,SEA,2005-09-24,9,24,Saturday,2:31,N,0,25328,away
156,2005,SEA,2005-09-25,9,25,Sunday,2:17,D,0,26128,away
157,2005,SEA,2005-09-27,9,27,Tuesday,3:13,N,0,22739,home
158,2005,SEA,2005-09-28,9,28,Wednesday,2:56,N,0,20723,home
159,2005,SEA,2005-09-29,9,29,Thursday,2:42,D,0,19481,home
160,2005,SEA,2005-09-30,9,30,Friday,2:19,N,0,34809,home
161,2005,SEA,2005-01-01,10,1,Saturday,2:57,D,0,26998,home
162,2005,SEA,2005-01-02,10,2,Sunday,2:28,D,0,35300,home
1,2006,SEA,2006-04-03,4,3,Monday,3:08,D,0,45515,home
2,2006,SEA,2006-04-04,4,4,Tuesday,3:01,N,0,20051,home
3,2006,SEA,2006-04-05,4,5,Wednesday,2:42,D,0,21394,home
4,2006,SEA,2006-04-06,4,6,Thursday,2:48,N,0,22701,home
5,2006,SEA,2006-04-07,4,7,Friday,2:36,N,0,30612,home
6,2006,SEA,2006-04-08,4,8,Saturday,2:33,N,0,37904,home
7,2006,SEA,2006-04-09,4,9,Sunday,2:37,D,0,27139,home
8,2006,SEA,2006-04-11,4,11,Tuesday,2:32,N,0,17559,away
9,2006,SEA,2006-04-12,4,12,Wednesday,3:06,N,0,14773,away
10,2006,SEA,2006-04-13,4,13,Thursday,3:30,N,0,24638,away
11,2006,SEA,2006-04-14,4,14,Friday,2:48,N,0,36431,away
12,2006,SEA,2006-04-15,4,15,Saturday,2:27,D,0,36047,away
13,2006,SEA,2006-04-16,4,16,Sunday,2:43,D,0,36181,away
14,2006,SEA,2006-04-17,4,17,Monday,2:55,D,0,36188,away
15,2006,SEA,2006-04-18,4,18,Tuesday,3:01,N,0,17927,home
16,2006,SEA,2006-04-19,4,19,Wednesday,2:54,N,0,17613,home
17,2006,SEA,2006-04-20,4,20,Thursday,3:06,N,0,17917,home
18,2006,SEA,2006-04-21,4,21,Friday,2:33,N,0,35237,home
19,2006,SEA,2006-04-22,4,22,Saturday,2:34,N,0,27893,home
20,2006,SEA,2006-04-23,4,23,Sunday,2:45,D,0,28659,home
21,2006,SEA,2006-04-24,4,24,Monday,3:07,N,0,20390,home
22,2006,SEA,2006-04-25,4,25,Tuesday,2:46,N,0,20451,home
23,2006,SEA,2006-04-26,4,26,Wednesday,2:12,N,0,23848,home
24,2006,SEA,2006-04-28,4,28,Friday,2:34,N,0,26934,away
25,2006,SEA,2006-04-29,4,29,Saturday,3:12,D,0,34161,away
26,2006,SEA,2006-04-30,4,30,Sunday,2:52,D,0,32421,away
27,2006,SEA,2006-05-01,5,1,Monday,2:32,N,0,11796,away
28,2006,SEA,2006-05-02,5,2,Tuesday,2:21,N,0,14513,away
29,2006,SEA,2006-05-03,5,3,Wednesday,3:16,N,0,27569,away
30,2006,SEA,2006-05-04,5,4,Thursday,2:22,D,0,26313,away
31,2006,SEA,2006-05-05,5,5,Friday,3:19,N,0,32998,home
32,2006,SEA,2006-05-06,5,6,Saturday,2:10,N,0,28672,home
33,2006,SEA,2006-05-07,5,7,Sunday,2:18,D,0,35562,home
34,2006,SEA,2006-05-08,5,8,Monday,2:28,N,0,16102,home
35,2006,SEA,2006-05-09,5,9,Tuesday,2:18,N,0,19726,home
36,2006,SEA,2006-05-10,5,10,Wednesday,2:21,D,0,21801,home
37,2006,SEA,2006-05-12,5,12,Friday,2:53,N,0,43912,away
38,2006,SEA,2006-05-13,5,13,Saturday,4:11,N,0,43821,away
39,2006,SEA,2006-05-14,5,14,Sunday,2:51,D,0,43191,away
40,2006,SEA,2006-05-16,5,16,Tuesday,2:28,N,0,16397,away
41,2006,SEA,2006-05-17,5,17,Wednesday,2:32,N,0,19208,away
42,2006,SEA,2006-05-18,5,18,Thursday,2:16,D,0,18136,away
43,2006,SEA,2006-05-19,5,19,Friday,2:39,N,0,35338,home
44,2006,SEA,2006-05-20,5,20,Saturday,2:21,N,0,33946,home
45,2006,SEA,2006-05-21,5,21,Sunday,2:30,D,0,37132,home
46,2006,SEA,2006-05-22,5,22,Monday,2:41,N,0,18819,home
47,2006,SEA,2006-05-23,5,23,Tuesday,3:20,N,0,19435,home
48,2006,SEA,2006-05-24,5,24,Wednesday,2:32,N,0,21991,home
49,2006,SEA,2006-05-25,5,25,Thursday,2:13,D,0,23806,home
50,2006,SEA,2006-05-26,5,26,Friday,2:12,N,0,28082,away
51,2006,SEA,2006-05-27,5,27,Saturday,2:57,N,0,25305,away
52,2006,SEA,2006-05-28,5,28,Sunday,2:58,D,0,24388,away
53,2006,SEA,2006-05-29,5,29,Monday,2:00,N,0,23771,away
54,2006,SEA,2006-05-30,5,30,Tuesday,3:06,N,0,18084,away
55,2006,SEA,2006-05-31,5,31,Wednesday,3:10,D,0,19131,away
56,2006,SEA,2006-06-02,6,2,Friday,2:00,N,0,28382,home
57,2006,SEA,2006-06-03,6,3,Saturday,2:35,N,0,29659,home
58,2006,SEA,2006-06-04,6,4,Sunday,2:39,D,0,28886,home
59,2006,SEA,2006-06-05,6,5,Monday,2:27,N,0,18409,home
60,2006,SEA,2006-06-06,6,6,Tuesday,2:44,N,0,21028,home
61,2006,SEA,2006-06-07,6,7,Wednesday,3:56,N,0,24785,home
62,2006,SEA,2006-06-08,6,8,Thursday,3:02,D,0,27341,home
63,2006,SEA,2006-06-09,6,9,Friday,2:29,N,0,44114,away
64,2006,SEA,2006-06-10,6,10,Saturday,3:12,N,0,44129,away
65,2006,SEA,2006-06-11,6,11,Sunday,2:32,D,0,42198,away
66,2006,SEA,2006-06-13,6,13,Tuesday,2:06,N,0,15216,away
67,2006,SEA,2006-06-14,6,14,Wednesday,2:26,N,0,20550,away
68,2006,SEA,2006-06-15,6,15,Thursday,2:30,D,0,16563,away
69,2006,SEA,2006-06-16,6,16,Friday,2:36,N,0,41133,home
70,2006,SEA,2006-06-17,6,17,Saturday,2:24,D,0,45229,home
71,2006,SEA,2006-06-18,6,18,Sunday,2:24,D,0,45216,home
72,2006,SEA,2006-06-20,6,20,Tuesday,2:53,N,0,43949,away
73,2006,SEA,2006-06-21,6,21,Wednesday,3:03,N,0,40419,away
74,2006,SEA,2006-06-22,6,22,Thursday,2:35,N,0,46207,away
75,2006,SEA,2006-06-23,6,23,Friday,3:02,N,0,40049,away
76,2006,SEA,2006-06-24,6,24,Saturday,2:51,N,0,33349,away
77,2006,SEA,2006-06-25,6,25,Sunday,2:41,D,0,32707,away
78,2006,SEA,2006-06-27,6,27,Tuesday,2:50,N,0,25061,away
79,2006,SEA,2006-06-28,6,28,Wednesday,2:49,N,0,19706,away
80,2006,SEA,2006-06-29,6,29,Thursday,2:42,N,0,20564,away
81,2006,SEA,2006-06-30,6,30,Friday,1:52,N,0,31612,home
82,2006,SEA,2006-07-01,7,1,Saturday,3:06,N,0,33638,home
83,2006,SEA,2006-07-02,7,2,Sunday,3:32,D,0,31709,home
84,2006,SEA,2006-07-03,7,3,Monday,2:50,N,0,30632,home
85,2006,SEA,2006-07-04,7,4,Tuesday,2:28,D,0,30853,home
86,2006,SEA,2006-07-05,7,5,Wednesday,2:03,N,0,25009,home
87,2006,SEA,2006-07-07,7,7,Friday,2:24,N,0,31727,home
88,2006,SEA,2006-07-08,7,8,Saturday,2:47,N,0,32404,home
89,2006,SEA,2006-07-09,7,9,Sunday,2:08,D,0,37364,home
90,2006,SEA,2006-07-14,7,14,Friday,2:52,N,0,23443,away
91,2006,SEA,2006-07-15,7,15,Saturday,4:23,D,0,36069,away
92,2006,SEA,2006-07-16,7,16,Sunday,3:39,D,0,28679,away
93,2006,SEA,2006-07-17,7,17,Monday,2:53,N,0,53444,away
94,2006,SEA,2006-07-18,7,18,Tuesday,3:31,N,0,52992,away
95,2006,SEA,2006-07-19,7,19,Wednesday,3:08,D,0,54121,away
96,2006,SEA,2006-07-21,7,21,Friday,3:28,N,0,46325,home
97,2006,SEA,2006-07-22,7,22,Saturday,3:00,D,0,46118,home
98,2006,SEA,2006-07-23,7,23,Sunday,3:18,D,0,45975,home
99,2006,SEA,2006-07-24,7,24,Monday,2:49,N,0,29787,home
100,2006,SEA,2006-07-25,7,25,Tuesday,2:52,N,0,30793,home
101,2006,SEA,2006-07-26,7,26,Wednesday,3:02,N,0,33629,home
102,2006,SEA,2006-07-28,7,28,Friday,2:28,N,0,25045,away
103,2006,SEA,2006-07-29,7,29,Saturday,2:24,N,0,27876,away
104,2006,SEA,2006-07-30,7,30,Sunday,2:51,D,0,23146,away
105,2006,SEA,2006-07-31,7,31,Monday,3:04,N,0,16620,away
106,2006,SEA,2006-08-01,8,1,Tuesday,2:20,N,0,20226,away
107,2006,SEA,2006-08-02,8,2,Wednesday,3:01,D,0,17682,away
108,2006,SEA,2006-08-04,8,4,Friday,2:29,N,0,44277,home
109,2006,SEA,2006-08-05,8,5,Saturday,3:04,D,0,40115,home
110,2006,SEA,2006-08-06,8,6,Sunday,3:18,D,0,37437,home
111,2006,SEA,2006-08-07,8,7,Monday,2:56,N,0,30735,home
112,2006,SEA,2006-08-08,8,8,Tuesday,2:46,N,0,32951,home
113,2006,SEA,2006-08-09,8,9,Wednesday,2:08,D,0,39856,home
114,2006,SEA,2006-08-10,8,10,Thursday,2:26,N,0,31763,away
115,2006,SEA,2006-08-11,8,11,Friday,2:52,N,0,28207,away
116,2006,SEA,2006-08-12,8,12,Saturday,3:10,N,0,35784,away
117,2006,SEA,2006-08-13,8,13,Sunday,2:52,N,0,29717,away
118,2006,SEA,2006-08-14,8,14,Monday,2:49,N,0,21859,away
119,2006,SEA,2006-08-15,8,15,Tuesday,2:39,N,0,23726,away
120,2006,SEA,2006-08-16,8,16,Wednesday,2:45,N,0,34077,away
121,2006,SEA,2006-08-17,8,17,Thursday,2:43,N,0,43813,away
122,2006,SEA,2006-08-18,8,18,Friday,2:48,N,0,44072,away
123,2006,SEA,2006-08-19,8,19,Saturday,3:06,N,0,44106,away
124,2006,SEA,2006-08-20,8,20,Sunday,2:45,D,0,43876,away
125,2006,SEA,2006-08-22,8,22,Tuesday,3:21,N,0,42454,home
126,2006,SEA,2006-08-23,8,23,Wednesday,2:53,N,0,41380,home
127,2006,SEA,2006-08-24,8,24,Thursday,2:28,N,0,44634,home
128,2006,SEA,2006-08-25,8,25,Friday,2:38,N,0,40817,home
129,2006,SEA,2006-08-26,8,26,Saturday,2:51,N,0,44779,home
130,2006,SEA,2006-08-27,8,27,Sunday,3:07,D,0,44288,home
131,2006,SEA,2006-08-28,8,28,Monday,1:51,N,0,28748,home
132,2006,SEA,2006-08-29,8,29,Tuesday,3:03,N,0,29059,home
133,2006,SEA,2006-08-30,8,30,Wednesday,2:39,N,0,31269,home
134,2006,SEA,2006-09-01,9,1,Friday,2:30,N,0,11196,away
135,2006,SEA,2006-09-02,9,2,Saturday,2:44,N,0,14503,away
136,2006,SEA,2006-09-03,9,3,Sunday,2:44,D,0,14501,away
137,2006,SEA,2006-09-04,9,4,Monday,2:08,D,0,32948,away
138,2006,SEA,2006-09-05,9,5,Tuesday,2:19,N,0,23583,away
139,2006,SEA,2006-09-06,9,6,Wednesday,2:57,D,0,23066,away
140,2006,SEA,2006-09-08,9,8,Friday,2:28,N,0,28646,home
141,2006,SEA,2006-09-09,9,9,Saturday,4:16,N,0,33454,home
142,2006,SEA,2006-09-10,9,10,Sunday,2:45,D,0,34321,home
143,2006,SEA,2006-09-11,9,11,Monday,2:41,N,0,24462,home
144,2006,SEA,2006-09-12,9,12,Tuesday,3:08,N,0,26144,home
145,2006,SEA,2006-09-13,9,13,Wednesday,2:50,D,0,26225,home
146,2006,SEA,2006-09-14,9,14,Thursday,3:01,N,0,8839,away
147,2006,SEA,2006-09-15,9,15,Friday,3:03,N,0,16412,away
148,2006,SEA,2006-09-16,9,16,Saturday,2:20,N,0,12116,away
149,2006,SEA,2006-09-17,9,17,Sunday,3:06,D,0,9817,away
150,2006,SEA,2006-09-18,9,18,Monday,2:46,N,0,18214,away
151,2006,SEA,2006-09-19,9,19,Tuesday,3:47,N,0,18551,away
152,2006,SEA,2006-09-20,9,20,Wednesday,2:44,N,0,26006,away
153,2006,SEA,2006-09-21,9,21,Thursday,2:37,N,0,33976,away
154,2006,SEA,2006-09-22,9,22,Friday,3:23,N,0,37557,away
155,2006,SEA,2006-09-23,9,23,Saturday,2:31,D,0,37400,away
156,2006,SEA,2006-09-24,9,24,Sunday,2:58,D,0,37518,away
157,2006,SEA,2006-09-25,9,25,Monday,3:30,N,0,20982,home
158,2006,SEA,2006-09-26,9,26,Tuesday,2:55,N,0,19604,home
159,2006,SEA,2006-09-27,9,27,Wednesday,3:20,N,0,23421,home
160,2006,SEA,2006-09-29,9,29,Friday,3:10,N,0,30766,home
161,2006,SEA,2006-09-30,9,30,Saturday,2:05,D,0,23310,home
162,2006,SEA,2006-01-01,10,1,Sunday,2:12,D,0,28361,home
1,2007,SEA,2007-04-02,4,2,Monday,2:08,D,0,46003,home
2,2007,SEA,2007-04-03,4,3,Tuesday,2:27,N,0,25287,home
3,2007,SEA,2007-04-04,4,4,Wednesday,2:26,N,0,22816,home
4,2007,SEA,2007-04-10,4,10,Tuesday,3:06,D,0,35847,away
5,2007,SEA,2007-04-11,4,11,Wednesday,2:22,N,0,36630,away
6,2007,SEA,2007-04-13,4,13,Friday,2:36,N,0,25243,home
7,2007,SEA,2007-04-14,4,14,Saturday,2:45,D,0,25954,home
8,2007,SEA,2007-04-15,4,15,Sunday,3:02,D,0,25001,home
9,2007,SEA,2007-04-17,4,17,Tuesday,2:27,N,0,19015,home
10,2007,SEA,2007-04-18,4,18,Wednesday,2:41,N,0,20871,home
11,2007,SEA,2007-04-19,4,19,Thursday,2:43,D,0,19350,home
12,2007,SEA,2007-04-20,4,20,Friday,2:30,N,0,43359,away
13,2007,SEA,2007-04-21,4,21,Saturday,2:57,N,0,43752,away
14,2007,SEA,2007-04-22,4,22,Sunday,2:39,D,0,43628,away
15,2007,SEA,2007-04-23,4,23,Monday,3:02,N,0,26592,away
16,2007,SEA,2007-04-25,4,25,Wednesday,1:47,N,0,19674,away
17,2007,SEA,2007-04-26,4,26,Thursday,3:01,D,0,14683,away
18,2007,SEA,2007-04-27,4,27,Friday,2:59,N,0,37281,home
19,2007,SEA,2007-04-28,4,28,Saturday,3:08,N,0,32441,home
20,2007,SEA,2007-04-29,4,29,Sunday,2:43,D,0,26019,home
21,2007,SEA,2007-05-01,5,1,Tuesday,2:21,N,0,20739,home
22,2007,SEA,2007-05-02,5,2,Wednesday,2:03,D,0,16555,home
23,2007,SEA,2007-05-03,5,3,Thursday,3:26,N,0,37216,away
24,2007,SEA,2007-05-04,5,4,Friday,3:29,N,0,49519,away
25,2007,SEA,2007-05-05,5,5,Saturday,2:47,D,0,51702,away
26,2007,SEA,2007-05-06,5,6,Sunday,2:32,D,0,52553,away
27,2007,SEA,2007-05-07,5,7,Monday,2:47,N,0,47424,away
28,2007,SEA,2007-05-08,5,8,Tuesday,2:53,N,0,30171,away
29,2007,SEA,2007-05-09,5,9,Wednesday,2:29,N,0,27377,away
30,2007,SEA,2007-05-10,5,10,Thursday,2:38,D,0,37359,away
31,2007,SEA,2007-05-11,5,11,Friday,2:19,N,0,44214,home
32,2007,SEA,2007-05-12,5,12,Saturday,2:42,N,0,46153,home
33,2007,SEA,2007-05-13,5,13,Sunday,2:35,D,0,46181,home
34,2007,SEA,2007-05-15,5,15,Tuesday,2:45,N,0,21769,home
35,2007,SEA,2007-05-16,5,16,Wednesday,2:32,N,0,22331,home
36,2007,SEA,2007-05-17,5,17,Thursday,2:33,N,0,20488,home
37,2007,SEA,2007-05-18,5,18,Friday,2:52,N,0,39531,home
38,2007,SEA,2007-05-19,5,19,Saturday,2:41,N,0,34287,home
39,2007,SEA,2007-05-20,5,20,Sunday,2:49,D,0,38844,home
40,2007,SEA,2007-05-21,5,21,Monday,2:53,N,0,38645,away
41,2007,SEA,2007-05-22,5,22,Tuesday,2:49,N,0,9254,away
42,2007,SEA,2007-05-23,5,23,Wednesday,2:30,N,0,8440,away
43,2007,SEA,2007-05-24,5,24,Thursday,3:06,D,0,9149,away
44,2007,SEA,2007-05-25,5,25,Friday,3:01,N,0,28651,away
45,2007,SEA,2007-05-26,5,26,Saturday,2:41,N,0,21138,away
46,2007,SEA,2007-05-27,5,27,Sunday,2:37,D,0,16091,away
47,2007,SEA,2007-05-28,5,28,Monday,2:53,N,0,42352,away
